,년도,영업상태코드,X,Y,시설총규모,업소위치분기,영업기간,distance,창업월,구_1_25,프랜차이즈여부_02,sub_1_9
26220,2018.0,1,126.9991129,37.4983245,62.74,1,944,0.6347,6,15,0,09
26221,2018.0,1,126.98431200000002,37.50109563,49.39,1,941,0.27891,6,15,0,09
26222,2018.0,2,127.0396119,37.47450766,29.16,1,384,1.21828,6,15,0,03
26223,2018.0,2,127.00073090000001,37.50436408,2.5,1,17,0.38895,6,15,0,03
26224,2018.0,1,127.04097979999999,37.46279789,26.45,1,933,2.72986,6,15,2,03
26225,2018.0,1,127.0113094,37.48499136,225.69,1,927,0.43128,6,15,0,03
26226,2018.0,1,126.993771,37.48076316,20.7,1,926,0.34098,6,15,1,02
26227,2018.0,2,126.99067959999998,37.51010922,22.67,1,193,0.87554,6,15,0,09
26228,2018.0,2,127.0367327,37.48181366,15.84,1,554,0.38203000000000004,6,15,0,03
26229,2018.0,1,127.0362605,37.48016485,641.19,0,920,0.52403,6,15,1,03
26230,2018.0,2,127.0140999,37.49198559,33.0,1,495,0.08601,6,15,0,02
26231,2018.0,1,127.01083249999999,37.491865000000004,94.0,1,918,0.2844,6,15,0,02
26232,2018.0,1,127.01901480000001,37.50846015,26.0,1,913,0.38201,7,15,0,07
26233,2018.0,1,127.0105999,37.49309158,23.75,1,913,0.29063,7,15,0,02
26234,2018.0,2,127.0125502,37.49347295,7.0,1,267,0.14190999999999998,7,15,0,02
26235,2018.0,2,127.0362513,37.46825644,18.0,1,6,1.82333,7,15,0,03
26236,2018.0,1,127.02364720000001,37.49794407,34.41,1,911,0.38236,7,15,0,02
26237,2018.0,2,127.013205,37.48575961,81.57,1,120,0.27111,7,15,0,03
26238,2018.0,2,126.9830824,37.50275482,33.01,1,187,0.41255,7,15,0,09
26239,2018.0,2,127.0362513,37.46825644,27.0,1,99,1.82333,7,15,0,03
26240,2018.0,1,126.9894356,37.48275393,53.0,1,904,0.65617,7,15,0,07
26241,2018.0,1,127.0362513,37.46825644,15.0,1,904,1.82333,7,15,0,03
26242,2018.0,2,127.0094388,37.48970914,10.0,1,196,0.28457,7,15,0,02
26252,2018.0,1,126.9949879,37.49880531,6.7,1,878,0.53001,8,15,0,09
26253,2018.0,2,127.0254922,37.48682251,44.57,1,65,1.2714299999999998,8,15,0,02
26254,2018.0,2,127.0111386,37.49628489,78.17,1,877,0.46208,8,15,0,02
26255,2018.0,1,127.0028625,37.49032082,31.63,1,875,0.45424,8,15,0,02
26256,2018.0,1,126.97918529999998,37.47810343,276.32,1,874,0.27063000000000004,8,15,0,02
26257,2018.0,1,127.0085008,37.49337643,99.35,1,870,0.18728,8,15,0,02
26258,2018.0,2,127.0362513,37.46825644,3.0,1,53,1.82333,8,15,0,03
26259,2018.0,1,127.0160249,37.51543554,44.81,1,864,0.49686,8,15,0,03
26260,2018.0,1,127.01746969999999,37.49194937,394.35,1,853,0.32997,8,15,1,02
26261,2018.0,1,126.99359979999998,37.48233564,27.44,1,853,0.36077,8,15,0,02
26262,2018.0,1,127.0005513,37.48279921,96.74,1,849,0.30517,9,15,0,02
26263,2018.0,1,127.0362513,37.46825644,18.0,1,847,1.82333,9,15,0,03
26264,2018.0,1,127.02475220000001,37.49678525,33.0,1,846,0.31917,9,15,0,02
26265,2018.0,1,127.0097615,37.48246031,6.6,1,846,0.64317,9,15,0,03
26266,2018.0,1,127.0362513,37.46825644,6.6,1,842,1.82333,9,15,0,03
26267,2018.0,1,127.00874350000001,37.51435547,83.3,1,840,0.28596,9,15,0,03
26268,2018.0,1,127.0369345,37.47826868,64.0,1,835,0.74249,9,15,2,03
26269,2018.0,1,126.9828182,37.49728057,134.63,0,835,0.6705899999999999,9,15,2,04
26270,2018.0,2,127.01932260000001,37.50753903,26.0,1,176,0.45461,9,15,0,07
26271,2018.0,1,127.009551,37.48868147,66.0,1,825,0.38898,9,15,0,02
26272,2018.0,2,127.0362513,37.46825644,6.0,1,5,1.82333,10,15,0,03
26273,2018.0,2,127.03526200000002,37.476688700000004,155.71,0,153,0.8817299999999999,10,15,0,03
26274,2018.0,2,127.0362513,37.46825644,143.0,1,84,1.82333,10,15,0,03
26275,2018.0,2,127.00870359999999,37.48916294,158.75,1,8,0.31154,10,15,0,02
26276,2018.0,2,126.9882023,37.497686200000004,77.46,1,176,0.42068999999999995,10,15,0,09
26277,2018.0,1,127.06639479999998,37.45540506,27.45,0,812,3.91224,10,15,0,03
26278,2018.0,1,127.00870359999999,37.48916294,158.75,1,807,0.31154,10,15,0,02
26279,2018.0,2,127.0362513,37.46825644,18.0,1,22,1.82333,10,15,0,03
26280,2018.0,1,127.0028625,37.49032082,48.28,1,805,0.45424,10,15,0,02
26281,2018.0,1,127.036277,37.47685547,38.5,1,805,0.8780399999999999,10,15,0,03
26282,2018.0,2,127.0362513,37.46825644,140.0,1,25,1.82333,10,15,0,03
26283,2018.0,1,127.0242031,37.49563027,44.95,1,801,0.4306,10,15,0,02
26284,2018.0,1,127.0245741,37.49586528,11.64,0,801,0.38871999999999995,10,15,0,02
26285,2018.0,1,127.01357549999999,37.49540592,22.15,1,798,0.29796999999999996,10,15,0,02
26286,2018.0,2,127.0028625,37.49032082,28.38,0,250,0.45424,10,15,0,02
26287,2018.0,1,127.06779979999999,37.45807338,18.97,1,793,3.7094699999999996,10,15,0,03
26288,2018.0,1,127.0344143,37.47508142,84.19,0,793,1.0552,10,15,0,03
26289,2018.0,1,127.01539509999999,37.49471167,16.17,0,785,0.25792,11,15,0,02
26290,2018.0,1,127.0117077,37.49212468,23.21,0,785,0.20197,11,15,0,02
26291,2018.0,2,127.02020060000001,37.50292021,229.6,1,779,0.45893999999999996,11,15,0,09
26292,2018.0,1,126.99355349999999,37.48270956,200.84,1,778,0.37798000000000004,11,15,0,02
26293,2018.0,1,126.99570759999999,37.48091757,16.5,1,776,0.17203,11,15,0,02
26294,2018.0,1,127.02338770000001,37.48622014,98.92,1,773,0.64532,11,15,0,03
26295,2018.0,2,127.035261,37.47637006,9.31,1,405,0.91694,11,15,0,03
26296,2018.0,1,126.9803568,37.49201458,59.0,1,771,0.60348,11,15,0,07
26297,2018.0,1,127.0178976,37.49043274,23.81,1,770,0.43849,11,15,0,02
26298,2018.0,1,126.98659779999998,37.48695645,44.69,0,769,0.6207199999999999,11,15,0,07
26299,2018.0,2,127.02279840000001,37.50086976,284.04,1,769,0.49723,11,15,0,09
26300,2018.0,1,126.98111019999999,37.48744168,23.0,1,765,0.12068,11,15,0,07
26301,2018.0,1,127.0189289,37.50609734,27.0,1,765,0.38377,11,15,0,09
26302,2018.0,2,126.9815567,37.48362313,72.39,1,171,0.35659,11,15,0,07
26303,2018.0,2,127.0362513,37.46825644,18.0,1,38,1.82333,12,15,0,03
26304,2018.0,2,127.0362513,37.46825644,18.0,1,25,1.82333,12,15,0,03
26305,2018.0,1,127.00268670000001,37.51204841,18.48,0,755,0.8623799999999999,12,15,0,03
26306,2018.0,1,127.0127121,37.48413834,8.7,1,755,0.32831,12,15,0,03
26308,2018.0,2,127.0402798,37.47434422,19.8,1,386,1.50921,12,15,0,03
26309,2018.0,1,127.01944270000001,37.50250883,73.5,1,742,0.41516000000000003,12,15,0,09
26310,2018.0,1,127.01887009999999,37.50586796,82.5,1,742,0.3661,12,15,0,09
26311,2018.0,1,127.0028625,37.49032082,143.29,1,734,0.45424,12,15,1,02
26312,2018.0,1,127.04784550000001,37.46178355,27.04,1,734,2.79744,12,15,0,03
26446,1990.0,1,127.0356361,37.528018200000005,112.1,1,11062,0.65317,9,1,0,03
26447,1990.0,2,127.02484479999998,37.49988049,210.66,1,1501,0.55062,9,1,0,09
26448,1990.0,2,127.0243892,37.5212286,40.66,1,1929,0.64425,9,1,0,03
26449,1990.0,2,127.04988829999999,37.50661013,100.89,1,2456,0.24950999999999998,10,1,0,02
26450,1990.0,2,127.0498332,37.47501175,94.81,1,6314,1.3532799999999998,11,1,0,03
26453,1990.0,2,127.05785209999999,37.51462587,97.88,2,243,0.21329,12,1,0,09
26454,1990.0,2,127.0369639,37.52768869,99.58,2,2950,0.75951,12,1,0,03
26455,1990.0,2,127.0470673,37.47593419,101.1,2,2407,1.22256,12,1,0,03
26456,1990.0,1,127.03360890000002,37.50236087,87.28,1,10972,0.31471,12,1,0,02
26457,1990.0,2,127.0656142,37.49803659,177.61,1,1656,0.44903999999999994,1,1,0,03
26458,1990.0,1,127.0167375,37.52215544,35.3,0,11288,0.7095199999999999,2,1,0,03
26461,1990.0,1,127.06446000000001,37.49339314,47.2,1,11132,0.16529000000000002,7,1,0,03
26462,1990.0,2,127.0360743,37.52727156,134.85,1,2040,0.67487,8,1,0,03
26463,1990.0,2,127.03896770000001,37.51486778,65.11,2,1287,0.33038,8,1,0,07
26464,1990.0,1,127.0544915,37.506550399999995,156.48,0,11083,0.72451,8,1,0,09
26465,1990.0,2,127.01931259999999,37.51810992,103.93,2,1358,0.20568000000000003,8,1,0,03
26466,1990.0,2,127.03360890000002,37.50236087,88.0,1,1212,0.31471,12,1,0,02
26469,1990.0,2,127.03322990000001,37.50372445,57.48,0,913,0.40576,1,1,0,09
26470,1990.0,2,127.03192469999999,37.5167138,90.72,1,4642,1.05885,9,1,0,09
26471,1990.0,1,127.0250463,37.52238664,0.0,1,11021,0.78374,10,1,0,03
26472,1991.0,2,127.0301892,37.51417044,187.15,1,2596,0.83009,12,1,0,09
26473,1991.0,2,127.0208737,37.52427395,97.68,1,1423,0.87355,12,1,0,03
26474,1991.0,2,127.0186689,37.51653907,56.42,1,3014,0.14371,12,1,0,03
26475,1991.0,2,127.03784209999999,37.51646184,110.88,2,2410,0.31476,9,1,0,07
26476,1991.0,2,127.047537,37.47839342,63.43,1,628,0.9515600000000001,10,1,0,03
26477,1991.0,1,127.0207838,37.50994547,62.0,1,10675,0.15775999999999998,10,1,0,07
26478,1991.0,1,127.04406750000001,37.50520448,43.1,1,10646,0.6378,11,1,0,09
26479,1991.0,2,127.03812340000002,37.50981155,194.57,1,331,0.45998,11,1,0,09
26480,1991.0,2,127.0167002,37.52111878,26.0,1,1167,0.60995,11,1,0,03
26481,1991.0,2,127.0347713,37.52778931,70.14,1,1032,0.57293,12,1,0,03
26482,1991.0,2,127.06393600000001,37.50799941,95.16,1,5441,0.12115,12,1,0,02
26483,1991.0,2,127.053628,37.52221356,60.5,1,1592,0.30756,12,1,0,07
26484,1991.0,2,127.0244554,37.52478475,100.04,1,1386,0.4026,5,1,0,03
26485,1991.0,2,127.04705919999999,37.47352803,73.09,1,1920,1.4900200000000001,6,1,0,03
26486,1991.0,2,127.0431443,37.50474155,72.48,1,2060,0.68926,6,1,0,09
26487,1991.0,2,127.0418946,37.50282547,35.88,2,193,0.53645,7,1,0,02
26489,1991.0,2,127.0427254,37.48405766,41.46,1,2278,0.47383000000000003,7,1,0,03
26490,1991.0,2,127.04248840000001,37.52691271,142.04,2,897,1.0850899999999999,7,1,0,07
26491,1991.0,2,127.05739879999999,37.50654656,110.25,2,1445,0.5562199999999999,7,1,0,02
26492,1991.0,2,127.03208570000001,37.48517545,42.75,2,2377,0.19391,8,1,0,03
26493,1991.0,2,127.0487739,37.4728455,114.99,1,1068,1.57626,8,1,0,03
26494,1991.0,2,127.03656629999999,37.52739328,46.8,1,910,0.71968,8,1,0,03
26495,1991.0,2,127.0251659,37.49861251,73.3,2,1182,0.25488,8,1,0,02
26496,1991.0,2,127.02576509999999,37.52099115,64.74,1,1464,0.7,8,1,0,03
26497,1991.0,2,127.033418,37.51479269,45.03,1,4236,0.83135,8,1,0,09
26498,1991.0,2,127.05785209999999,37.51462587,105.82,1,451,0.21329,9,1,0,09
26499,1991.0,2,127.02074170000002,37.51870549,91.66,2,2920,0.25594,2,1,0,03
26500,1991.0,2,127.0195121,37.50987077,55.38,1,10503,0.23863,3,1,0,07
26501,1991.0,2,127.0202324,37.50958317,112.42,1,6001,0.21777,4,1,0,07
26502,1991.0,2,127.05306499999999,37.50869712,82.14,1,2272,0.47418999999999994,5,1,0,09
26503,1991.0,1,127.0167002,37.52111878,26.0,2,10625,0.60995,11,1,0,03
26504,1991.0,2,127.0250949,37.52614518,276.89,2,657,0.30141999999999997,2,1,0,03
26505,1991.0,2,127.01913619999999,37.51803616,50.68,0,2283,0.20553000000000002,11,1,0,03
26506,1991.0,2,127.0337621,37.50957819,31.8,1,3480,0.25075,6,1,0,09
26507,1991.0,2,127.04681380000001,37.50440721,147.82,1,3010,0.18852,3,1,0,02
26508,1991.0,2,127.04212109999999,37.48442067,75.86,1,2866,0.49054,9,1,0,03
26509,1991.0,2,127.04685190000001,37.47662462,105.55,2,2471,1.14544,8,1,0,03
26510,1991.0,2,127.04165800000001,37.48306276,66.23,1,2184,0.61822,7,1,0,03
26511,1991.0,2,127.0201227,37.51841466,43.86,1,2307,0.22103000000000003,5,1,0,03
26512,1991.0,2,127.023063,37.51773088,58.57,1,1867,0.28386,9,1,0,03
26513,1991.0,2,127.04026979999999,37.50385993,183.29,1,2644,0.48941999999999997,3,1,0,02
26514,1991.0,2,127.02164409999999,37.52396086,70.42,2,2241,0.84567,1,1,0,03
26515,1991.0,1,127.0455518,37.52313892,80.27,0,10837,0.8282,5,1,0,07
26516,1992.0,2,127.0152915,37.52443495,19.43,0,1700,0.99325,3,1,0,03
26517,1992.0,2,127.0601997,37.50694974,91.68,1,2521,0.32373,11,1,0,02
26518,1992.0,2,127.03630690000001,37.52662931,69.83,0,1351,0.68988,11,1,0,03
26519,1992.0,2,127.04150609999999,37.48423264,57.0,2,624,0.65049,11,1,0,03
26520,1992.0,2,127.04598159999999,37.47516673,75.05,1,1711,1.3089899999999999,11,1,0,03
26521,1992.0,2,127.0315439,37.500530600000005,47.88,1,3916,0.43395,11,1,0,02
26522,1992.0,2,127.035826,37.501009499999995,85.08,1,1065,0.06813,11,1,0,02
26523,1992.0,2,127.0443453,37.47555879,139.12,1,1695,1.28081,11,1,0,03
26524,1992.0,2,127.0469317,37.4740217,38.34,1,695,1.4349399999999999,11,1,0,03
26525,1992.0,2,127.05785209999999,37.51462587,104.37,0,859,0.21329,11,1,0,09
26526,1992.0,2,127.030499,37.500144,211.1,1,6488,0.31917,12,1,0,02
26527,1992.0,2,127.05638359999999,37.50959123,108.24,0,2518,0.47767,12,1,0,09
26528,1992.0,1,127.0275304,37.49297793,149.04,0,10254,0.5693,12,1,0,02
26529,1992.0,2,127.03199579999999,37.51985631,52.92,1,1085,0.79943,12,1,0,03
26530,1992.0,2,127.0331925,37.50102344,44.12,0,2329,0.2911,10,1,0,02
26531,1992.0,2,127.03338829999998,37.50351127,23.36,0,2979,0.41708999999999996,10,1,0,02
26532,1992.0,2,127.0338331,37.5168826,81.55,1,2409,0.65838,10,1,0,07
26533,1992.0,2,127.0571523,37.50618612,64.08,1,2544,0.59432,12,1,0,02
26534,1992.0,2,127.03832690000002,37.52254219,60.44,0,632,0.64878,12,1,0,07
26536,1992.0,2,127.03723810000001,37.50143037,101.43,1,643,0.10975,12,1,0,02
26537,1992.0,2,127.0319366,37.50084625,79.56,1,901,0.39960999999999997,12,1,0,02
26538,1992.0,2,127.036404,37.49651387,103.2,1,1287,0.46106,12,1,0,02
26539,1992.0,2,127.02491950000001,37.52474963,121.9,1,905,0.36899,12,1,0,03
26540,1992.0,2,127.02456380000001,37.49982891,172.26,1,3084,0.55933,12,1,0,09
26541,1992.0,2,127.0461912,37.51152454,24.36,1,1234,0.23679,12,1,0,09
26542,1992.0,2,127.04013619999999,37.51319996,63.41,1,1258,0.3973,12,1,0,09
26543,1992.0,2,127.035978,37.49609378,74.1,1,562,0.50952,12,1,0,02
26544,1992.0,2,127.0253507,37.50009084,62.43,1,1671,0.52457,12,1,0,09
26545,1992.0,2,127.0269024,37.5214089,68.97,1,906,0.58145,12,1,0,03
26546,1992.0,2,127.0168374,37.52094534,57.71,1,1227,0.58719,12,1,0,03
26547,1992.0,2,127.03395859999999,37.50262249,54.48,1,748,0.31035999999999997,12,1,0,02
26548,1992.0,2,127.02786599999999,37.49475003,104.4,1,2800,0.37101,8,1,0,02
26549,1992.0,2,127.02285790000002,37.50715426,66.04,1,1367,0.34808,9,1,0,09
26550,1992.0,2,127.0190628,37.51090556,241.26,1,5505,0.23021999999999998,9,1,0,07
26551,1992.0,2,127.0244439,37.52422148,73.93,1,920,0.43636,9,1,0,03
26552,1992.0,2,127.0501059,37.51269361,88.5,1,1887,0.25924,9,1,0,09
26553,1992.0,2,127.0249643,37.52568045,85.0,1,2803,0.32319000000000003,9,1,0,03
26554,1992.0,2,127.0350074,37.51574499,125.33,1,1587,0.57704,9,1,0,07
26555,1992.0,2,127.05793909999998,37.49972062,94.03,1,1760,0.7439,9,1,0,03
26556,1992.0,2,127.0450524,37.47904125,74.88,1,946,0.8885799999999999,10,1,0,03
26557,1992.0,2,127.03334740000001,37.49472239,77.0,2,1286,0.71507,10,1,0,02
26558,1992.0,2,127.0357703,37.52757256,47.01,1,2571,0.65365,12,1,0,03
26559,1992.0,2,127.03560729999998,37.49852509,100.82,1,753,0.24904,12,1,0,02
26560,1992.0,2,127.0445361,37.47898542,68.96,1,1829,0.90322,8,1,0,03
26561,1992.0,2,127.0594814,37.49884535,124.88,1,3910,0.58482,6,1,0,03
26562,1992.0,2,127.01951809999998,37.51696725,125.71,1,1579,0.09065,6,1,0,03
26563,1992.0,2,127.02359679999999,37.52449087,56.0,0,2052,0.94235,7,1,0,03
26564,1992.0,2,127.02533290000001,37.50588971,32.56,1,2386,0.12094,7,1,0,09
26565,1992.0,2,127.03775379999999,37.4963495,35.9,1,1402,0.4927,7,1,0,02
26566,1992.0,2,127.03768970000002,37.51798421,51.6,1,962,0.32902,7,1,0,07
26567,1992.0,2,127.0411362,37.48168386,87.12,1,1847,0.69522,7,1,0,03
26568,1992.0,2,127.0498824,37.5133771,57.57,1,646,0.28106,7,1,0,09
26569,1992.0,2,127.0577544,37.49839457,30.0,1,787,0.64718,7,1,0,03
26570,1992.0,2,127.02494180000001,37.52511027,55.08,1,1605,0.34793,7,1,0,03
26571,1992.0,2,127.03223329999999,37.49109302,106.22,1,1546,0.8634200000000001,8,1,0,02
26572,1992.0,2,127.04527730000001,37.50300134,73.17,0,1223,0.36386,8,1,0,02
26573,1992.0,2,127.0328898,37.52737806,52.64,2,646,0.40085,8,1,0,03
26574,1992.0,2,127.0363284,37.49667932,71.11,1,3290,0.44278999999999996,8,1,0,02
26575,1992.0,2,127.0618868,37.50860258,108.66,2,3776,0.10271,8,1,0,02
26576,1992.0,2,127.0351686,37.52188029,26.35,2,9214,0.74962,4,1,0,07
26577,1992.0,2,127.0354027,37.52765605,52.17,2,2853,0.62369,4,1,1,03
26578,1992.0,2,127.06201829999999,37.51389409,103.72,2,7991,0.16312000000000001,5,1,0,09
26580,1992.0,2,127.0352369,37.51680703,102.0,1,984,0.53541,5,1,0,07
26581,1992.0,2,127.0357676,37.52698427,0.0,1,1889,0.64453,5,1,0,03
26582,1992.0,2,127.02833700000001,37.49502262,82.56,1,2745,0.34204,5,1,0,02
26583,1992.0,2,127.0241822,37.52551374,65.5,2,287,0.3946,12,1,0,03
26584,1992.0,2,127.02396159999999,37.52447561,51.5,1,2951,0.45729,6,1,0,03
26585,1992.0,2,127.04719309999999,37.50288870000001,75.05,1,1237,0.23626,6,1,0,02
26586,1992.0,2,127.05664240000002,37.5060182,71.4,1,395,0.6427,12,1,0,02
26587,1992.0,2,127.01664509999999,37.51748723,48.31,1,2577,0.34246,6,1,0,03
26588,1992.0,2,127.0326888,37.50739881,148.22,1,132,0.11177000000000001,6,1,0,09
26589,1992.0,2,127.03307609999999,37.52731581,119.28,1,2784,0.41518999999999995,6,1,0,03
26590,1992.0,2,127.02452379999998,37.525725,63.46,1,1413,0.35948,6,1,0,03
26591,1992.0,2,127.0314034,37.50075529,93.6,1,910,0.44623,6,1,0,02
26592,1992.0,2,127.0294554,37.52577259,116.4,1,2528,0.11655,3,1,0,03
26593,1992.0,2,127.03012779999999,37.4941448,28.8,1,1888,0.47747,3,1,0,02
26594,1992.0,2,127.0364328,37.51754901,154.25,1,1187,0.42988999999999994,2,1,0,07
26595,1992.0,2,127.05290120000001,37.51953253,110.4,1,1033,0.07185,3,1,0,07
26596,1992.0,2,127.04729180000001,37.50280517,82.39,1,1765,0.23790999999999998,3,1,0,02
26597,1992.0,2,127.06061310000001,37.51416315,208.94,1,1462,0.03562,3,1,0,09
26598,1992.0,2,127.0215459,37.50598032,54.6,1,3118,0.36985,12,1,0,09
26599,1992.0,2,127.034406,37.50195227,82.8,1,901,0.23128,4,1,0,02
26600,1992.0,2,127.0399569,37.4854251,85.79,1,1922,0.52149,4,1,0,03
26601,1992.0,2,127.0320883,37.50129599,100.05,1,1547,0.39211999999999997,4,1,0,02
26602,1992.0,2,127.0474828,37.52486634,25.73,1,4147,0.81513,1,1,0,07
26603,1992.0,2,127.0624967,37.51270642,72.44,1,3362,0.26324000000000003,1,1,0,09
26604,1992.0,2,127.05798870000001,37.48353573,74.07,0,112,0.8559899999999999,12,1,0,03
26605,1992.0,2,127.02942340000001,37.50868003,25.2,0,2699,0.42686999999999997,2,1,0,09
26606,1992.0,2,127.02522809999999,37.52674128,116.5,1,2408,0.28870999999999997,2,1,0,03
26607,1992.0,2,127.0294472,37.50076276,70.11,1,1302,0.3247,3,1,0,02
26608,1992.0,2,127.028062,37.49837999,104.44,1,234,0.033589999999999995,3,1,0,02
26609,1992.0,2,127.024496,37.52290364,88.55,1,255,0.8095399999999999,11,1,0,03
26610,1992.0,2,127.019426,37.5100513,122.87,0,515,0.23321999999999998,11,1,0,07
26611,1992.0,2,127.0459527,37.47398535,58.08,2,137,1.4403299999999999,11,1,0,03
26612,1992.0,2,127.0343101,37.52797373,38.0,2,425,0.53962,10,1,0,03
26613,1992.0,2,127.021574,37.50616357,31.96,2,560,0.37524,10,1,0,09
26614,1992.0,2,127.03342679999999,37.52113911,0.0,2,279,0.73702,10,1,0,03
26615,1992.0,2,127.03482460000001,37.52793789,89.3,1,505,0.58185,11,1,0,03
26616,1992.0,2,127.03570330000001,37.52621915,116.96,1,1399,0.63715,6,1,0,03
26617,1992.0,2,127.0395386,37.50924828,105.5,1,411,0.40513000000000005,11,1,0,09
26618,1992.0,2,127.03033059999998,37.49932249,123.0,1,230,0.24900999999999998,10,1,0,02
26619,1992.0,2,127.08063899999999,37.489794,61.63,1,588,0.44556999999999997,10,1,0,03
26620,1992.0,2,127.04681380000001,37.50440721,20.36,1,396,0.18852,8,1,0,02
26621,1992.0,2,127.0348625,37.52755033,75.0,1,564,0.57465,8,1,0,03
26622,1992.0,2,127.05392649999999,37.508680600000005,54.34,1,624,0.4826,7,1,0,09
26623,1992.0,2,127.0224874,37.51823408,50.08,0,511,0.27865,6,1,0,03
26624,1992.0,2,127.0202658,37.51027114,96.51,1,527,0.15892,4,1,0,07
26625,1992.0,2,127.0451857,37.47928172,147.92,0,195,0.86031,4,1,0,03
26626,1992.0,2,127.06230500000001,37.501898,54.64,1,591,0.82788,5,1,0,03
26627,1992.0,2,127.04671110000001,37.47447932,104.04,1,742,1.3839,3,1,0,03
26628,1992.0,2,127.03031440000001,37.50080907,97.4,1,577,0.36635,3,1,0,02
26629,1992.0,2,127.050848,37.51280323,125.96,1,494,0.19287,4,1,0,09
26630,1992.0,2,127.0400835,37.48508618,54.81,1,706,0.52704,4,1,0,03
26631,1992.0,2,127.02163229999998,37.50725869,47.11,0,740,0.43685,4,1,0,07
26632,1992.0,2,127.0394767,37.48509558,131.92,1,784,0.47398999999999997,4,1,0,03
26633,1992.0,2,127.0253221,37.5259495,78.93,1,667,0.28529,1,1,0,03
26634,1992.0,2,127.0185504,37.51779466,93.12,1,495,0.21585,2,1,0,03
26635,1992.0,2,127.01773290000001,37.52234383,59.98,1,94,0.69511,12,1,0,03
26636,1992.0,2,127.0497693,37.49790237,27.01,1,1090,0.7365,7,1,0,02
26637,1992.0,2,127.0461487,37.51990103,52.25,1,2391,0.66866,12,1,0,07
26638,1992.0,2,127.0260716,37.49974536,107.94,1,1043,0.24969,1,1,0,02
26639,1992.0,2,127.0227375,37.52494018,96.11,1,3569,0.9703799999999999,7,1,0,03
26640,1992.0,2,127.05698459999999,37.50613079,80.36,0,1582,0.61023,2,1,0,02
26641,1992.0,2,127.05054990000001,37.49813932,37.8,1,2517,0.7205699999999999,12,1,0,02
26642,1992.0,2,127.03941840000002,37.51351666,36.75,1,2351,0.46874,3,1,0,09
26643,1992.0,2,127.05135829999999,37.49813161,70.7,1,2224,0.7387,12,1,0,02
26644,1992.0,2,127.03564399999999,37.52735691,142.38,1,1604,0.63863,10,1,0,03
26646,1992.0,2,127.02450800000001,37.52250357,42.1,1,1060,0.77077,11,1,0,03
26647,1992.0,2,127.04584129999999,37.47710869,69.7,1,2751,1.09414,8,1,0,03
26648,1992.0,2,127.0185337,37.51750323,66.7,1,3227,0.19563,7,1,0,03
26649,1992.0,2,127.0636688,37.50860887,114.73,1,2438,0.06145,7,1,0,02
26650,1992.0,2,127.0416092,37.48541779,74.68,1,2190,0.66525,6,1,0,03
26651,1992.0,2,127.0530682,37.51031210000001,94.74,0,947,0.29462,1,1,0,09
26652,1992.0,2,127.0180149,37.51926216,25.92,1,680,0.3734,9,1,0,03
26653,1992.0,2,127.0284517,37.52766312,127.64,1,2245,0.13104000000000002,12,1,0,03
26654,1992.0,2,127.027002,37.51923081,55.36,1,863,0.81717,3,1,0,03
26655,1992.0,2,127.02877140000001,37.5005375,66.74,1,2724,0.2815,5,1,0,02
26656,1992.0,2,127.0516057,37.50662293,67.82,1,1741,0.33318000000000003,8,1,0,02
26657,1992.0,2,127.03797549999999,37.49592582,33.97,1,1969,0.5431199999999999,6,1,0,02
26658,1992.0,2,127.0606381,37.51072611,36.48,1,3066,0.39218000000000003,2,1,0,09
26659,1992.0,2,127.0618143,37.51026704,31.35,1,3512,0.19367,12,1,0,02
26660,1993.0,2,127.02099309999998,37.51689341,43.51,1,1400,0.08034,5,1,0,03
26661,1993.0,1,127.03279440000001,37.50424718,82.56,1,10045,0.35751,7,1,0,09
26662,1993.0,2,127.04506529999999,37.47605035,36.1,1,820,1.21776,6,1,0,03
26663,1993.0,2,127.03110149999999,37.49933079,83.91,1,532,0.30841,7,1,0,02
26665,1993.0,2,127.02750479999999,37.51574098,38.33,0,344,0.72331,7,1,0,07
26666,1993.0,2,127.0455571,37.51630625,14.43,1,192,0.622,7,1,0,09
26667,1993.0,2,127.0384004,37.50159294,104.49,1,5300,0.20012,7,1,0,02
26668,1993.0,2,127.02019479999998,37.50844316,47.74,1,999,0.33099,7,1,0,07
26669,1993.0,2,127.0401719,37.49742219,59.74,1,1897,0.48665,7,1,0,02
26670,1993.0,2,127.0488617,37.50109197,45.12,1,828,0.37834,7,1,0,02
26671,1993.0,2,127.04605649999999,37.50516799,180.9,1,829,0.26586,7,1,0,02
26672,1993.0,2,127.0319965,37.52644975,63.48,1,3102,0.3096,5,1,0,03
26673,1993.0,2,127.05582509999999,37.50845403,76.44,1,5874,0.5587300000000001,5,1,0,09
26674,1993.0,2,127.03269479999999,37.52685769,64.75,1,182,0.37346,6,1,0,03
26675,1993.0,2,127.03660990000002,37.52784131,87.32,1,1595,0.73211,6,1,0,03
26676,1993.0,2,127.02087150000001,37.51907616,63.57,1,271,0.29846999999999996,6,1,0,03
26677,1993.0,2,127.0202782,37.51799768,68.39,1,817,0.17415999999999998,6,1,0,03
26678,1993.0,2,127.03159690000001,37.49260576,68.62,1,462,0.6879,6,1,0,02
26679,1993.0,2,127.0425963,37.48417771,35.2,1,1502,0.4736,6,1,0,03
26681,1993.0,2,127.0244837,37.52527317,122.4,1,1595,0.37779,6,1,0,03
