,자치구명,행정동명,년도,인허가일자,폐업일자,영업상태코드,영업상태명,사업장명,X,Y,시설총규모,규모분기,총층수1,업소위치분기,영업기간,당월_매출_금액,당월_매출_건수,점포수,cluster_id,역이름,SX,SY,호선,distance,d_code
6532,광진구,구의제2동,2018,2018-09-10,2020-12-31,1,영업,스타벅스아차산역점,127.0869919,37.55060306,279.63,10,1.0,1,843,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.29067,2
6533,광진구,자양제1동,2018,2018-09-11,2020-12-31,1,영업,자양다방,127.07531429999999,37.53474344,15.0,2,1.0,1,842,35983478.0,5338.0,5.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.8325600000000001,4
6534,광진구,자양제3동,2018,2018-09-11,2020-12-31,1,영업,이야기나무,127.06748759999999,37.53491932,6.6,1,1.0,1,842,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.37978,2
6535,광진구,중곡제2동,2018,2018-09-14,2020-12-31,1,영업,유유공방,127.082451,37.55754659,24.8,3,1.0,2,839,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.2643,1
6537,광진구,구의제3동,2018,2018-09-21,2020-12-31,1,영업,만랩커피 구의점,127.08962120000001,37.53870331,95.8,8,1.0,0,832,138321069.0,19864.0,7.0,7.0,강변역,127.094723,37.53511805,02호선,0.60107,3
6538,광진구,광장동,2018,2018-09-28,2020-12-31,1,영업,아메군라떼양,127.0984773,37.54209027,33.0,4,1.0,0,825,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.56935,3
6539,광진구,자양제3동,2018,2018-10-01,2020-12-31,1,영업,현주플라워카페,127.06546540000001,37.53430676,16.5,2,1.0,0,822,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.3274,2
6540,광진구,구의제2동,2018,2018-10-04,2020-12-31,1,영업,천계월,127.0881825,37.54886384,46.97,5,1.0,0,819,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.39471999999999996,2
6541,광진구,화양동,2018,2018-10-08,2020-12-31,1,영업,커피온리건대중문점,127.0675779,37.54322989,18.0,2,1.0,1,815,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.34599,2
6542,광진구,구의제1동,2018,2018-10-17,2020-12-31,1,영업,커피를그리다,127.08357849999999,37.54409155,37.0,4,1.0,1,806,9937816.0,997.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.80386,4
6543,광진구,화양동,2018,2018-10-19,2020-12-31,1,영업,베러초이스,127.0680973,37.54218279,42.25,5,1.0,1,804,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.22115,1
6544,광진구,자양제4동,2018,2018-10-23,2020-12-31,1,영업,카페문(CAFE Moon),127.06034879999999,37.53540596,66.0,7,1.0,1,800,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.7104,3
6545,광진구,자양제4동,2018,2018-10-23,2020-12-31,1,영업,플라이팬,127.06384479999998,37.53366613,185.06,10,1.0,0,800,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.34929,2
6548,광진구,자양제3동,2018,2018-10-30,2020-12-31,1,영업,로이베이커리카페,127.06546540000001,37.53430676,101.9,9,1.0,0,793,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.3274,2
6549,광진구,화양동,2018,2018-11-01,2020-12-31,1,영업,애드앤드(addand),127.07454240000001,37.54529442,39.68,4,1.0,2,791,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.29481999999999997,2
6550,광진구,자양제3동,2018,2018-11-02,2020-12-31,1,영업,롯데시네마건대입구관엔젤리너스,127.06974199999999,37.53780314,39.67,4,1.0,1,790,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.29238000000000003,2
6551,광진구,중곡제2동,2018,2018-11-02,2020-12-31,1,영업,헤르츠커피로스팅,127.078053,37.55932685,65.0,6,1.0,1,790,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.27342,1
6552,광진구,중곡제1동,2018,2018-11-06,2020-12-31,1,영업,웨일커피,127.078461,37.56481637,16.5,2,1.0,2,786,98939710.0,15084.0,7.0,211.0,중곡역,127.084258,37.56586804,07호선,0.5241600000000001,3
6553,광진구,중곡제1동,2018,2018-11-07,2020-12-31,1,영업,커피(COFFEE)360,127.07308540000001,37.56274783,74.25,7,1.0,1,785,145085699.0,14115.0,8.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.8406399999999999,4
6555,광진구,자양제1동,2018,2018-11-09,2020-12-31,1,영업,카페(CAFE)113,127.0770568,37.53233272,34.0,4,2.0,1,783,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.96654,4
6556,광진구,자양제2동,2018,2018-11-14,2020-12-31,1,영업,라온아이디,127.07617659999998,37.5298624,32.33,4,2.0,1,778,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.85016,4
6558,광진구,중곡제2동,2018,2018-11-16,2019-07-05,2,폐업,비버리커피,127.079548,37.56186158,36.3,4,1.0,2,231,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.52396,3
6560,광진구,광장동,2018,2018-12-12,2020-12-31,1,영업,파스쿠찌광장워커힐점,127.1036047,37.54780875,192.66,10,1.0,2,750,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.27996,1
6561,광진구,중곡제2동,2018,2018-12-14,2020-12-31,1,영업,커피탕,127.08139299999999,37.56098138,43.0,5,1.0,1,748,98939710.0,15084.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.45774,3
6562,광진구,구의제3동,2018,2018-12-21,2020-12-31,1,영업,펠어커피,127.087919,37.54125182,23.14,2,1.0,1,741,138321069.0,19864.0,7.0,7.0,강변역,127.094723,37.53511805,02호선,0.9083399999999999,4
6564,광진구,구의제2동,2018,2018-12-24,2020-12-31,1,영업,씨에이치(CH)697,127.08925390000002,37.54959825,22.61,2,1.0,1,738,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.29512,2
6568,광진구,중곡제2동,2019,2019-01-04,2020-12-31,1,영업,스미다,127.0783666,37.55756965,32.04,3,1.0,1,727,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.10987000000000001,1
6570,광진구,광장동,2019,2019-01-10,2020-12-31,1,영업,유엔아이,127.10805690000001,37.55161856,44.0,5,1.0,1,721,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.80937,4
6571,광진구,군자동,2019,2019-01-10,2020-12-31,1,영업,스타벅스 어린이대공원역점,127.0734629,37.55194171,528.56,10,1.0,1,721,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.45643999999999996,3
6572,광진구,구의제2동,2019,2019-01-15,2020-12-31,1,영업,스테이어와일,127.08531869999999,37.54576301,28.0,3,1.0,1,716,9937816.0,997.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.81165,4
6573,광진구,능동,2019,2019-02-07,2020-12-31,1,영업,커피에반하다,127.0751537,37.55385179,49.6,5,1.0,1,693,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.53001,3
6574,광진구,자양제1동,2019,2019-02-08,2020-12-31,1,영업,리밀커피&밀리마카롱,127.0759965,37.53839053,39.0,4,1.0,1,692,138321069.0,19864.0,7.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.90754,4
6575,광진구,구의제1동,2019,2019-02-11,2020-12-31,1,영업,라떼와모카,127.0819496,37.54333304,19.8,2,1.0,1,689,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.78078,4
6578,광진구,화양동,2019,2019-02-18,2020-12-31,1,영업,포르스카페,127.0708351,37.54254117,108.09,9,1.0,2,682,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.27843,1
6579,광진구,자양제3동,2019,2019-02-19,2020-12-31,1,영업,카페온,127.06531880000001,37.53402487,65.27,6,1.0,1,681,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.3035,2
6580,광진구,중곡제1동,2019,2019-02-22,2020-12-31,1,영업,커피총각,127.0855097,37.55620697,27.0,3,1.0,1,678,77435542.0,12644.0,6.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.5674899999999999,3
6581,광진구,광장동,2019,2019-02-22,2020-12-31,1,영업,로하스까페,127.103622,37.54618912,70.55,7,1.0,1,678,78902510.0,12419.0,6.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.10019,1
6582,광진구,중곡제2동,2019,2019-03-04,2020-12-31,1,영업,델리롱,127.08395149999998,37.56212045,29.2,3,1.0,2,668,22951144.0,3444.0,9.0,211.0,중곡역,127.084258,37.56586804,07호선,0.41758999999999996,2
6584,광진구,화양동,2019,2019-03-14,2020-12-31,1,영업,와이낫(Why Not),127.07299499999999,37.54532624,167.51,10,1.0,1,658,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.32534,2
6585,광진구,화양동,2019,2019-03-18,2020-12-31,1,영업,스모모(smomo),127.06939679999999,37.54412634,46.0,5,1.0,1,654,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.41497,2
6586,광진구,자양제1동,2019,2019-03-18,2020-12-31,1,영업,베네팁(benetip),127.0777422,37.53679814,18.0,2,1.0,1,654,138321069.0,19864.0,7.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.74436,4
6588,광진구,자양제2동,2019,2019-03-28,2020-12-31,1,영업,이이유(EEU),127.0831932,37.53108321,49.5,5,1.0,1,644,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.72505,4
6589,광진구,화양동,2019,2019-03-28,2020-12-31,1,영업,커피인글러브,127.0691791,37.547471,35.84,4,1.0,0,644,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.48446000000000006,3
6590,광진구,구의제1동,2019,2019-04-02,2020-12-31,1,영업,우연히봄,127.08067290000001,37.54330316,16.5,2,1.0,1,639,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.8375799999999999,4
6592,광진구,중곡제1동,2019,2019-04-05,2020-12-31,1,영업,빵쟁이카페,127.0796337,37.56393236,33.0,4,1.0,1,636,98939710.0,15084.0,7.0,211.0,중곡역,127.084258,37.56586804,07호선,0.46093,3
6594,광진구,구의제2동,2019,2019-04-17,2020-12-31,1,영업,자연이스밈,127.0903215,37.55320515,14.81,2,1.0,1,624,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.12642,1
6596,광진구,화양동,2019,2019-04-22,2020-12-31,1,영업,매머드익스프레스 건대후문점,127.07388259999999,37.54522745,4.9,1,1.0,1,619,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.30946,2
6597,광진구,자양제2동,2019,2019-04-23,2020-12-31,1,영업,그리네,127.07656259999999,37.53130562,20.0,2,1.0,1,618,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.86362,4
6598,광진구,광장동,2019,2019-04-25,2020-12-31,1,영업,광진까페,127.1077159,37.55108121,50.94,5,1.0,1,616,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.74258,4
6600,광진구,군자동,2019,2019-04-26,2020-12-31,1,영업,카페시시때때로,127.0713637,37.55848956,10.0,1,1.0,1,615,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.73207,4
6601,광진구,자양제4동,2019,2019-05-03,2020-12-31,1,영업,콘레드커피건대1호점,127.06578689999999,37.54001364,33.3,4,1.0,1,608,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.3042,2
6602,광진구,군자동,2019,2019-05-07,2020-12-31,1,영업,투썸플레이스세종대학교점,127.07122890000001,37.55069264,232.0,10,1.0,1,604,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.42882,2
6603,광진구,화양동,2019,2019-05-08,2020-12-31,1,영업,옐로우페탈커피로스터스,127.0644038,37.5468047,52.44,5,1.0,1,603,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.8286100000000001,4
6604,광진구,화양동,2019,2019-05-09,2020-12-31,1,영업,팔공티,127.06809109999999,37.54303458,30.0,3,1.0,1,602,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.30917,2
6605,광진구,구의제1동,2019,2019-05-10,2020-12-31,1,영업,르퓨어(LEPURE),127.0832513,37.54332722,36.36,4,1.0,1,601,9937816.0,997.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.73242,4
6607,광진구,구의제3동,2019,2019-05-29,2020-12-31,1,영업,공차(구의점),127.09105420000002,37.54041378,125.0,9,1.0,1,582,138321069.0,19864.0,7.0,7.0,강변역,127.094723,37.53511805,02호선,0.67186,3
6608,광진구,자양제2동,2019,2019-05-31,2020-12-31,1,영업,카페모모이(CAFE MOMOI),127.08120530000001,37.53138218,19.5,2,1.0,1,580,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.7776,4
6609,광진구,중곡제3동,2019,2019-06-03,2020-12-31,1,영업,메가엠지씨커피,127.0806933,37.56509522,99.3,9,1.0,1,577,22951144.0,3444.0,9.0,211.0,중곡역,127.084258,37.56586804,07호선,0.32573,2
6610,광진구,군자동,2019,2019-06-03,2020-12-31,1,영업,안데르센(Andersen),127.0674389,37.55141874,20.0,2,1.0,1,577,145085699.0,14115.0,8.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.74326,4
6611,광진구,자양제2동,2019,2019-06-04,2019-11-19,2,폐업,소야놀이터,127.08306259999999,37.53097706,18.0,2,1.0,1,168,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.74025,4
6612,광진구,구의제2동,2019,2019-06-10,2020-12-31,1,영업,땡뀨,127.08541540000002,37.54930982,16.65,2,1.0,1,570,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.48973,3
6613,광진구,중곡제4동,2019,2019-06-12,2020-12-31,1,영업,커피베이 아차산역점,127.0858924,37.55404363,72.24,7,1.0,1,568,77435542.0,12644.0,6.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.38051999999999997,2
6614,광진구,자양제1동,2019,2019-06-12,2020-12-31,1,영업,달콤,127.07945670000001,37.53182125,66.38,7,1.0,1,568,49849586.0,11881.0,6.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.83852,4
6615,광진구,자양제4동,2019,2019-06-13,2020-12-31,1,영업,이디야뚝섬유원지역점,127.06439329999999,37.53350227,121.77,9,1.0,1,567,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.30186,2
6616,광진구,화양동,2019,2019-06-14,2020-12-31,1,영업,타이거슈가건대 주식회사,127.0683787,37.54203461,67.0,7,1.0,1,566,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.196,1
6617,광진구,자양제1동,2019,2019-06-18,2020-12-31,1,영업,보라보라롱,127.0786348,37.53470472,15.26,2,1.0,1,562,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.7185,3
6618,광진구,구의제2동,2019,2019-06-18,2020-12-31,1,영업,카페우리,127.0873281,37.54495743,34.04,4,1.0,1,562,9937816.0,997.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.83349,4
6619,광진구,화양동,2019,2019-06-20,2020-12-31,1,영업,호이차,127.0676386,37.54350034,39.0,4,1.0,0,560,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.37155,2
6620,광진구,화양동,2019,2019-06-26,2020-12-31,1,영업,요미스라이스×요거트(Yomie’sRi,127.0688848,37.54291008,53.32,6,1.0,1,554,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.28078000000000003,1
6621,광진구,화양동,2019,2019-06-26,2020-12-31,1,영업,화양과자,127.0662303,37.54445154,33.0,4,1.0,1,554,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5214300000000001,3
6622,광진구,자양제2동,2019,2019-06-27,2020-12-31,1,영업,씨에이커피(CACoffee),127.07850719999999,37.53170789,115.5,9,1.0,1,553,49849586.0,11881.0,6.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.90797,4
6623,광진구,화양동,2019,2019-07-05,2020-12-31,1,영업,메이티엔건대점,127.06742050000001,37.54372023,25.53,3,1.0,1,545,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.40149,2
6624,광진구,중곡제4동,2019,2019-07-09,2020-12-31,1,영업,밍글링,127.0859237,37.5544905,98.4,9,1.0,1,541,77435542.0,12644.0,6.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.4067,2
6625,광진구,군자동,2019,2019-07-18,2020-12-31,1,영업,커피나무어린이대공원역점,127.07035829999998,37.54934884,98.99,9,1.0,1,532,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.40863,2
6626,광진구,구의제3동,2019,2019-07-23,2020-12-31,1,영업,행복한조각,127.092984,37.53862747,12.0,1,1.0,1,527,9937816.0,997.0,5.0,7.0,강변역,127.094723,37.53511805,02호선,0.41927,2
6627,광진구,능동,2019,2019-07-23,2020-12-31,1,영업,카페포인트,127.0830402,37.5542662,13.2,1,1.0,1,527,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.61741,3
6628,광진구,화양동,2019,2019-07-30,2020-12-31,1,영업,홍콩다방건대점,127.06519250000001,37.54574982,31.65,3,1.0,1,520,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.69225,3
6629,광진구,화양동,2019,2019-07-30,2020-12-31,1,영업,그자체베이커리카페,127.0663072,37.54458601,96.26,8,1.0,1,520,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.53112,3
6630,광진구,자양제2동,2019,2019-08-05,2020-12-31,1,영업,87커피로스터(87coffeeroaster),127.0859064,37.53247997,26.4,3,1.0,1,514,49849586.0,11881.0,6.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.5210199999999999,3
6631,광진구,군자동,2019,2019-08-06,2020-12-31,1,영업,카페나푸드,127.06885619999998,37.54817827,29.7,3,1.0,1,513,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.51071,3
6632,광진구,중곡제2동,2019,2019-08-07,2020-12-31,1,영업,로터스에스테이트,127.0799188,37.5606599,52.8,5,1.0,1,512,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.3921,2
6633,광진구,화양동,2019,2019-08-12,2020-12-31,1,영업,메이티엔콘레드커피건대후문점,127.0735532,37.54529574,28.16,3,1.0,1,507,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.30979,2
6634,광진구,군자동,2019,2019-08-14,2020-12-31,1,영업,세종투자개발세종대가든뷰,127.07122890000001,37.55069264,6.4,1,1.0,1,505,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.42882,2
6636,광진구,자양제4동,2019,2019-08-26,2020-12-31,1,영업,라운지탐탐,127.0664238,37.5398849,235.04,10,1.0,1,493,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.25158,1
6637,광진구,중곡제4동,2019,2019-08-27,2020-12-31,1,영업,아마스빈버블티,127.08422150000001,37.56387813,36.36,4,1.0,1,492,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.22129000000000001,1
6638,광진구,자양제3동,2019,2019-08-27,2020-12-31,1,영업,바이나플라워카페,127.06974199999999,37.53780314,74.6,7,1.0,2,492,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.29238000000000003,2
6639,광진구,화양동,2019,2019-08-30,2020-12-31,1,영업,메가커피 건대학생회관점,127.0708351,37.54254117,20.7,2,1.0,1,489,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.27843,1
6641,광진구,구의제3동,2019,2019-09-04,2020-12-31,1,영업,홍루이젠광장동점,127.0920199,37.54157315,25.69,3,1.0,1,484,9937816.0,997.0,5.0,7.0,강변역,127.094723,37.53511805,02호선,0.75631,4
6645,광진구,화양동,2019,2019-09-09,2020-12-31,1,영업,아이파베스(건대2호점),127.0631529,37.54179079,82.0,8,1.0,0,479,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5554600000000001,3
6646,광진구,중곡제3동,2019,2019-09-10,2020-12-31,1,영업,뉴로피드백코리아,127.0797051,37.56633043,24.73,3,1.0,0,478,22951144.0,3444.0,9.0,211.0,중곡역,127.084258,37.56586804,07호선,0.40457,2
