,자치구명,행정동명,년도,인허가일자,폐업일자,영업상태코드,영업상태명,사업장명,X,Y,시설총규모,규모분기,총층수1,업소위치분기,영업기간,당월_매출_금액,당월_매출_건수,점포수,cluster_id,역이름,SX,SY,호선,distance,d_code
19718,금천구,가산동,2018,2018-07-12,2020-12-31,1,영업,주주스,126.8915844,37.47681213,20.0,2,1.0,1,903,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,1.2209,4
19725,금천구,시흥제1동,2018,2018-08-10,2020-12-31,1,영업,카페 리버스,126.9019497,37.45202171,70.97,7,1.0,1,874,59890241.0,1259.0,2.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.8701,4
19727,금천구,가산동,2018,2018-08-22,2020-12-31,1,영업,카페그랑,126.88525940000001,37.47670649,32.07,3,1.0,1,862,6376355.0,237.0,1.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.47002,3
19733,금천구,가산동,2018,2018-09-20,2019-09-27,2,폐업,마담퐁퐁,126.8888298,37.4760396,29.25,3,1.0,0,372,43808162.0,7378.0,6.0,59.0,독산역,126.8894711,37.46596115,01호선,1.1221,4
19738,금천구,독산제4동,2018,2018-10-24,2020-12-31,1,영업,포트오브모카,126.89917949999999,37.46734834,22.05,2,1.0,0,799,59890241.0,1259.0,2.0,59.0,독산역,126.8894711,37.46596115,01호선,0.8706,4
19739,금천구,시흥제1동,2018,2018-10-24,2020-12-31,1,영업,커피에반하다(시흥유통상가점),126.90017990000001,37.4468734,40.5,4,1.0,0,799,7662070.0,1255.0,5.0,29.0,금천구청역,126.8935996,37.45617995,01호선,1.18672,4
19740,금천구,독산제3동,2018,2018-10-29,2020-12-31,1,영업,Love coffee(러브커피),126.8957626,37.47235664,23.0,2,1.0,0,794,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,0.90223,4
19746,금천구,시흥제1동,2018,2018-11-23,2020-12-31,1,영업,만랩커피 시흥사거리점,126.8984787,37.45390539,37.72,4,1.0,1,769,7662070.0,1255.0,5.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.49945,3
19749,금천구,독산제3동,2018,2018-11-26,2019-07-05,2,폐업,너랑나랑,126.90070109999999,37.4745194,33.0,4,1.0,1,221,59890241.0,1259.0,2.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,1.19551,4
19755,금천구,시흥제1동,2018,2018-12-12,2020-12-31,1,영업,카롱빌리지,126.8981945,37.45457664,18.18,2,1.0,0,750,7662070.0,1255.0,5.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.44304,2
19762,금천구,가산동,2019,2019-01-25,2020-12-31,1,영업,컵(CUP) 커피,126.88772,37.47358588,18.0,2,1.0,1,706,43808162.0,7378.0,6.0,59.0,독산역,126.8894711,37.46596115,01호선,0.8618,4
19764,금천구,독산제3동,2019,2019-02-26,2020-12-31,1,영업,온초점,126.90011750000001,37.47881924,33.0,4,1.0,1,674,181493326.0,29576.0,2.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,0.72537,4
19766,금천구,시흥제3동,2019,2019-03-06,2020-12-31,1,영업,카페 루앤비,126.89834409999999,37.4478044,47.0,5,1.0,1,666,7662070.0,1255.0,5.0,29.0,금천구청역,126.8935996,37.45617995,01호선,1.02116,4
19768,금천구,시흥제3동,2019,2019-03-14,2020-12-31,1,영업,로스터킴,126.89875320000002,37.44333161,26.12,3,1.0,1,658,7662070.0,1255.0,5.0,15.0,관악역,126.9084955,37.41955714,01호선,2.78004,4
19770,금천구,가산동,2019,2019-03-22,2020-12-31,1,영업,우주라이크앤 가산디지털단지점,126.88805649999999,37.47745644,44.06,5,1.0,1,650,43808162.0,7378.0,6.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.57832,3
19773,금천구,독산제3동,2019,2019-03-26,2020-12-31,1,영업,코지 커피(COZY COFFEE),126.90097800000001,37.47710982,72.13,7,1.0,1,646,59890241.0,1259.0,2.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,0.9065700000000001,4
19778,금천구,가산동,2019,2019-04-25,2020-12-31,1,영업,라운드(Round),126.88345009999999,37.48097593,21.0,2,1.0,1,616,6376355.0,237.0,1.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.09657,1
19779,금천구,가산동,2019,2019-04-25,2020-12-31,1,영업,리틀 서울랜드 카페,126.88619440000001,37.47758212,13.2,1,1.0,1,616,6376355.0,237.0,1.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.44223,2
19781,금천구,시흥제5동,2019,2019-05-07,2020-12-31,1,영업,메가엠지씨커피 시흥중앙점,126.9063773,37.45102916,41.98,5,1.0,1,604,11019571.0,2534.0,2.0,29.0,금천구청역,126.8935996,37.45617995,01호선,1.26499,4
19784,금천구,시흥제1동,2019,2019-05-22,2020-12-31,1,영업,투썸플레이스 석수역점,126.9006122,37.43461629,230.27,10,1.0,1,589,7662070.0,1255.0,5.0,15.0,관악역,126.9084955,37.41955714,01호선,1.8134299999999999,4
19789,금천구,독산제1동,2019,2019-06-13,2020-12-31,1,영업,챔피언 맘스카페,126.8940081,37.46868467,34.71,4,1.0,1,567,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,0.5020399999999999,3
19790,금천구,시흥제1동,2019,2019-06-14,2020-12-31,1,영업,여울 카페(CAFE),126.89842659999998,37.45464227,54.7,6,1.0,1,566,11019571.0,2534.0,2.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.4591,3
19792,금천구,가산동,2019,2019-06-18,2020-12-31,1,영업,춘천12,126.88679740000002,37.47792648,6.6,1,1.0,1,562,6376355.0,237.0,1.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.4575,3
19795,금천구,시흥제2동,2019,2019-06-24,2020-12-31,1,영업,매머드익스프레스 시흥동점,126.91000159999999,37.45023947,138.6,10,1.0,0,556,11019571.0,2534.0,2.0,29.0,금천구청역,126.8935996,37.45617995,01호선,1.5914,4
19799,금천구,가산동,2019,2019-07-09,2020-12-31,1,영업,컴포즈커피 가산로데오점,126.8839067,37.48041782,31.4,3,1.0,1,541,6376355.0,237.0,1.0,1.0,가산디지털단지역,126.88264369999999,37.48038874,01호선,0.11149,1
19801,금천구,독산제1동,2019,2019-08-08,2020-12-31,1,영업,더카페(독산점),126.89268259999999,37.47353737,49.5,5,1.0,1,511,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,0.88884,4
19803,금천구,독산제3동,2019,2019-08-19,2020-12-31,1,영업,Cafe_여기,126.8968807,37.47321922,24.48,3,1.0,0,500,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,1.03873,4
19806,금천구,시흥제1동,2019,2019-09-26,2019-12-31,2,폐업,사랑방,126.9002979,37.45432908,27.1,3,1.0,1,96,11019571.0,2534.0,2.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.62605,3
19809,금천구,독산제2동,2019,2019-10-21,2020-12-31,1,영업,cafe slur(카페슬러),126.8990815,37.46511838,71.61,7,1.0,1,437,59890241.0,1259.0,2.0,59.0,독산역,126.8894711,37.46596115,01호선,0.85335,4
19810,금천구,독산제4동,2019,2019-11-01,2020-12-31,1,영업,이디야 쌈지공원점,126.90039709999999,37.47135461,49.07,5,1.0,1,426,59890241.0,1259.0,2.0,59.0,독산역,126.8894711,37.46596115,01호선,1.13555,4
19811,금천구,독산제3동,2019,2019-11-22,2020-12-31,1,영업,Cafe TILING(카페타일링),126.89656799999999,37.47608324,60.0,6,1.0,1,405,7662070.0,1255.0,5.0,59.0,독산역,126.8894711,37.46596115,01호선,1.28805,4
19812,금천구,시흥제1동,2019,2019-12-10,2019-12-30,2,폐업,메가엠지씨커피 시흥사거리점,126.89752150000001,37.45403273,70.4,7,1.0,1,20,7662070.0,1255.0,5.0,29.0,금천구청역,126.8935996,37.45617995,01호선,0.42053999999999997,2
19830,영등포,신길제1동,1990,1990-06-13,2020-12-31,1,영업,수향,126.9143456,37.51166895,73.02,7,17.0,1,11159,80134022.0,13700.0,5.0,133.0,신길역,126.91835359999999,37.51678342,01호선,0.66962,3
19833,영등포,당산제1동,1990,1990-05-18,2016-03-22,2,폐업,풀잎다방,126.89022220000001,37.52398321,34.58,4,7.0,1,9440,78954443.0,14583.0,7.0,162.0,양평역,126.8864193,37.52556883,05호선,0.37889,2
19860,영등포,영등포본동,1991,1991-04-29,2020-12-31,1,영업,키다방,126.9044825,37.51592321,55.78,6,14.0,0,10839,40149211.0,6339.0,2.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.29896999999999996,2
19898,영등포,신길제5동,1992,1992-02-18,2017-02-20,2,폐업,신성다방,126.90240279999999,37.50045999,83.91,8,4.0,1,9134,8653359.0,1167.0,4.0,150.0,신풍역,126.90973170000001,37.50010856,07호선,0.64771,3
19939,영등포,양평제1동,1993,1993-02-20,2020-12-31,1,영업,깍지다방,126.8809515,37.524712799999996,46.22,5,3.0,0,10176,26046710.0,4574.0,3.0,162.0,양평역,126.8864193,37.52556883,05호선,0.4915,3
19962,영등포,영등포동,1993,1993-11-02,2020-12-31,1,영업,팬더커피숍,126.90695079999999,37.52182354,39.6,4,5.0,1,9921,192207530.0,25064.0,12.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.18424000000000001,1
19978,영등포,여의동,1993,1993-09-08,2020-12-31,1,영업,덕수궁전통찻집,126.9167988,37.52919763,63.22,6,14.0,1,9976,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.14855,1
20007,영등포,신길제1동,1994,1994-08-30,2020-12-31,1,영업,샤론커피전문점,126.9168642,37.51418776,42.68,5,4.0,1,9620,78954443.0,14583.0,7.0,133.0,신길역,126.91835359999999,37.51678342,01호선,0.31711,2
20019,영등포,대림제1동,1994,1994-07-05,2020-12-31,1,영업,한소리,126.9038308,37.49527674,99.84,9,5.0,1,9676,6376355.0,237.0,1.0,150.0,신풍역,126.90973170000001,37.50010856,07호선,0.74811,4
20027,영등포,당산제1동,1994,1994-06-16,2020-12-31,1,영업,유정다방,126.8971367,37.52135495,71.41,7,12.0,1,9695,273106010.0,46909.0,5.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.43078,2
20047,영등포,대림제1동,1994,1994-04-04,2017-02-20,2,폐업,청일,126.9028983,37.48948158,38.64,4,1.0,1,8358,10151540.0,1542.0,1.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,0.48668,3
20062,영등포,당산제1동,1995,1995-04-06,2020-12-31,1,영업,명지,126.8968502,37.52046733,52.17,5,3.0,1,9401,78954443.0,14583.0,7.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.3333,2
20071,영등포,영등포동,1995,1995-09-19,2017-02-20,2,폐업,만방,126.90695009999999,37.523598299999996,44.89,5,1.0,1,7825,192207530.0,25064.0,12.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.18523,1
20079,영등포,영등포동,1995,1995-07-27,2014-08-25,2,폐업,엣찌야(영등포점),126.9051088,37.5187264,40.64,4,10.0,1,6969,78954443.0,14583.0,7.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.41689,2
20092,영등포,신길제3동,1995,1995-02-23,2020-12-31,1,영업,예수벗들,126.8979803,37.50346532,52.82,5,1.0,1,9443,6000000.0,863.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.84395,4
20103,영등포,당산제1동,1995,1995-02-09,2013-12-02,2,폐업,덕수,126.8942075,37.52570394,67.35,7,7.0,1,6871,83129352.0,14412.0,7.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.21746999999999997,1
20114,영등포,당산제2동,1996,1996-11-04,2017-02-20,2,폐업,일구칠공투,126.8964551,37.53541428,28.13,3,1.0,1,7413,508281871.0,94450.0,18.0,120.0,선유도역,126.89332479999999,37.53815324,09호선,0.41102,2
20116,영등포,영등포동,1996,1996-05-27,2017-02-20,2,폐업,피콕커피전문점,126.8998875,37.5201245,44.43,5,1.0,1,7574,78954443.0,14583.0,7.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.5477,3
20137,영등포,신길제3동,1996,1996-01-19,2020-12-31,1,영업,한일다방,126.89817859999998,37.50355158,71.28,7,1.0,1,9113,6000000.0,863.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.84949,4
20184,영등포,양평제2동,1997,1997-01-23,2020-12-31,1,영업,은하수,126.89092269999999,37.53739995,63.8,6,7.0,1,8743,88436583.0,14230.0,8.0,120.0,선유도역,126.89332479999999,37.53815324,09호선,0.22776,1
20193,영등포,영등포동,1997,1997-08-19,2012-06-25,2,폐업,장안,126.9057247,37.51961337,76.13,7,5.0,1,5424,78954443.0,14583.0,7.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.34681,2
20212,영등포,대림제3동,1997,1997-06-11,2020-12-31,1,영업,피에타,126.89394170000001,37.49972502,36.36,4,3.0,1,8604,6000000.0,863.0,2.0,49.0,대림역,126.8949265,37.49330273,07호선,0.71939,3
20230,영등포,문래동,1998,1998-04-17,2020-12-31,1,영업,상진,126.8916875,37.51351147,64.62,6,1.0,1,8294,8653359.0,1167.0,4.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.51332,3
20234,영등포,신길제3동,1998,1998-10-27,2012-03-31,2,폐업,송림다방,126.89904309999999,37.50669634,89.0,8,9.0,1,4904,80134022.0,13700.0,5.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.72514,4
20236,영등포,문래동,1998,1998-04-14,2020-12-31,1,영업,신성,126.89228700000001,37.51178826,79.58,7,1.0,1,8297,40149211.0,6339.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.33204,2
20242,영등포,양평제1동,1998,1998-08-20,2018-02-09,2,폐업,서울다방,126.8833832,37.52339605,26.04,3,1.0,1,7113,78954443.0,14583.0,7.0,162.0,양평역,126.8864193,37.52556883,05호선,0.36064,2
20244,영등포,당산제1동,1998,1998-12-29,2013-12-18,2,폐업,뽕다방,126.89436880000001,37.52484384,48.84,5,1.0,1,5468,83129352.0,14412.0,7.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.23056,1
20246,영등포,영등포동,1998,1998-11-06,2015-02-27,2,폐업,제일커피숍,126.90094409999999,37.52103827,79.98,7,2.0,1,5957,273106010.0,46909.0,5.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.41684,2
20248,영등포,문래동,1999,1999-01-09,2020-12-31,1,영업,솔,126.8920091,37.51260017,94.43,8,1.0,1,8027,40149211.0,6339.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.41553,2
20257,영등포,문래동,1999,1999-01-13,2020-12-31,1,영업,희커피숍,126.8921285,37.51321271,16.5,2,1.0,1,8023,8653359.0,1167.0,4.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.48445,3
20269,영등포,도림동,1999,1999-05-10,2020-12-31,1,영업,별다방,126.88869979999998,37.51489179,50.87,5,1.0,1,7906,8653359.0,1167.0,4.0,55.0,도림천역,126.88263549999999,37.51450082,02호선,0.53663,3
20277,영등포,당산제1동,2000,2000-05-10,2013-06-17,2,폐업,열매,126.89723090000001,37.5209302,64.95,6,1.0,1,4786,78954443.0,14583.0,7.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.39475,2
20300,영등포,양평제2동,2000,2000-04-28,2020-12-31,1,영업,돌,126.89246940000001,37.53752054,60.48,6,1.0,1,7552,72000000.0,4427.0,4.0,120.0,선유도역,126.89332479999999,37.53815324,09호선,0.10314000000000001,1
20320,영등포,영등포동,2000,2000-09-07,2014-06-02,2,폐업,듀,126.9037101,37.51857782,94.0,8,1.0,1,5016,78954443.0,14583.0,7.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.48776,3
20338,영등포,문래동,2001,2001-02-01,2018-08-21,2,폐업,은정,126.89130870000001,37.51378073,58.85,6,1.0,0,6410,8653359.0,1167.0,4.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.5421699999999999,3
20341,영등포,당산제1동,2001,2001-07-30,2014-02-25,2,폐업,하늘원두커피전문점,126.890121,37.52358113,53.16,6,1.0,1,4593,78954443.0,14583.0,7.0,162.0,양평역,126.8864193,37.52556883,05호선,0.39423,2
20362,영등포,문래동,2001,2001-07-03,2020-12-31,1,영업,소망다방,126.89087830000001,37.51116808,63.9,6,1.0,1,7121,40149211.0,6339.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.2545,1
20370,영등포,대림제3동,2001,2001-08-27,2020-12-31,1,영업,밀커피숍,126.8954929,37.49483334,0.0,1,1.0,1,7066,37628780.0,5878.0,4.0,49.0,대림역,126.8949265,37.49330273,07호선,0.17737999999999998,1
20380,영등포,당산제2동,2001,2001-11-23,2020-12-31,1,영업,카페모닝,126.8996971,37.53412371,20.0,2,1.0,1,6978,83129352.0,14412.0,7.0,48.0,당산역,126.90260729999999,37.5347735,02호선,0.26659,1
20385,영등포,신길제3동,2001,2001-05-19,2018-05-11,2,폐업,중앙,126.90771289999999,37.50540445,70.29,7,1.0,1,6201,8312614.0,1048.0,1.0,150.0,신풍역,126.90973170000001,37.50010856,07호선,0.61522,3
20449,영등포,대림제1동,2003,2003-09-29,2015-07-16,2,폐업,라파엘,126.90581029999998,37.49330065,43.56,5,1.0,1,4308,8312614.0,1048.0,1.0,150.0,신풍역,126.90973170000001,37.50010856,07호선,0.83231,4
20450,영등포,당산제1동,2003,2003-10-01,2019-05-21,2,폐업,오리엔탈,126.8940217,37.52573028,37.4,4,1.0,1,5711,83129352.0,14412.0,7.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.23365999999999998,1
20453,영등포,여의동,2003,2003-11-14,2013-12-02,2,폐업,커피빈코리아여의도점,126.92006770000002,37.5239743,155.1,10,1.0,1,3671,2675003.0,454.0,1.0,166.0,여의도역,126.9246384,37.52116647,05호선,0.5098600000000001,3
20475,영등포,영등포동,2005,2005-04-08,2015-05-01,2,폐업,갓볶은커피(보그너커피영등포점),126.90896969999999,37.51872144,0.0,1,1.0,1,3675,78954443.0,14583.0,7.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.3525,2
20477,영등포,영등포동,2005,2005-04-13,2020-12-31,1,영업,커피타임,126.90152250000001,37.51967447,0.0,1,1.0,1,5741,78954443.0,14583.0,7.0,171.0,영등포시장역,126.90517959999998,37.52270218,05호선,0.46623000000000003,3
20482,영등포,대림제3동,2005,2005-07-18,2013-11-29,2,폐업,힌국외국인근로자지원센터,126.8945196,37.50518205,61.0,6,14.0,1,3056,80134022.0,13700.0,5.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.50161,3
20490,영등포,당산제1동,2005,2005-11-18,2018-07-06,2,폐업,한울다방,126.8953437,37.52274846,0.0,1,1.0,1,4613,83129352.0,14412.0,7.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.36207,2
20501,영등포,여의동,2006,2006-05-11,2020-12-31,1,영업,이디야,126.9162834,37.52992275,0.0,1,1.0,1,5348,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.24056,1
20504,영등포,대림제1동,2006,2006-05-24,2020-12-31,1,영업,세븐일레븐대림성모병원점,126.90419890000001,37.49057864,0.0,1,1.0,1,5335,7662070.0,1255.0,5.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,0.63912,3
20506,영등포,문래동,2006,2006-06-22,2015-11-04,2,폐업,신성다방,126.89228700000001,37.51178826,0.0,1,3.0,1,3422,40149211.0,6339.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.33204,2
20513,영등포,영등포본동,2006,2006-12-19,2020-12-31,1,영업,메이퀸,126.9044825,37.51592321,212.85,10,20.0,1,5126,40149211.0,6339.0,2.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.29896999999999996,2
20514,영등포,여의동,2006,2006-12-27,2020-12-31,1,영업,구스토(GUSTO),126.91617140000001,37.52171842,95.0,8,1.0,1,5118,89012851.0,15601.0,3.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.72824,4
20518,영등포,양평제2동,2006,2006-02-15,2020-12-31,1,영업,그라찌에,126.88868719999999,37.53771944,52.97,5,20.0,1,5433,72000000.0,4427.0,4.0,120.0,선유도역,126.89332479999999,37.53815324,09호선,0.41173999999999994,2
20519,영등포,여의동,2007,2007-01-05,2016-08-26,2,폐업,할리스국회앞점,126.91811640000002,37.52884145,110.5,9,23.0,1,3521,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.08269,1
20522,영등포,영등포본동,2007,2007-03-09,2013-07-29,2,폐업,뉴욕커피숍,126.912291,37.51191863,7.25,1,14.0,1,2334,80134022.0,13700.0,5.0,133.0,신길역,126.91835359999999,37.51678342,01호선,0.76062,4
20523,영등포,문래동,2007,2007-03-23,2012-07-10,2,폐업,타미하우스,126.88724180000001,37.52022947,63.8,6,1.0,1,1936,352281363.0,49847.0,11.0,162.0,양평역,126.8864193,37.52556883,05호선,0.59812,3
20524,영등포,여의동,2007,2007-03-23,2019-07-22,2,폐업,탐앤탐스KBS별관점,126.9278416,37.51892724,171.28,10,10.0,1,4504,67597530.0,10917.0,2.0,110.0,샛강역,126.9283751,37.51736656,09호선,0.17981,1
20531,영등포,문래동,2007,2007-05-25,2019-08-01,2,폐업,탐앤탐스 영등포홈플러스점,126.89303410000001,37.51822699,59.95,6,19.0,1,4451,83129352.0,14412.0,7.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.1545,1
20536,영등포,영등포동,2007,2007-07-05,2015-10-05,2,폐업,성진다방,126.899571,37.51994869,67.5,7,3.0,1,3014,78954443.0,14583.0,7.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.47815,3
20541,영등포,당산제1동,2007,2007-11-12,2013-07-15,2,폐업,할리스커피,126.89400490000001,37.52513447,112.48,9,6.0,2,2072,83129352.0,14412.0,7.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.2473,1
20542,영등포,영등포본동,2007,2007-11-13,2020-12-31,1,영업,엔제리너스롯데시네마영등포점,126.9044825,37.51592321,238.02,10,6.0,2,4797,40149211.0,6339.0,2.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.29896999999999996,2
20547,영등포,당산제2동,2008,2008-02-11,2020-12-31,1,영업,더카페,126.89808149999999,37.53389582,8.25,1,1.0,1,4707,72000000.0,4427.0,4.0,48.0,당산역,126.90260729999999,37.5347735,02호선,0.41083000000000003,2
20548,영등포,대림제1동,2008,2008-02-12,2020-12-31,1,영업,카페돌로미티,126.89296359999999,37.50331268,41.38,4,1.0,1,4706,10384845.0,1523.0,2.0,139.0,신도림역,126.89130800000001,37.50890487,02호선,0.63874,3
20549,영등포,신길제6동,2008,2008-03-06,2015-12-29,2,폐업,도담도담,126.916179,37.49950409,48.97,5,5.0,1,2854,57640328.0,9936.0,3.0,93.0,보라매역,126.92058859999999,37.49991814,07호선,0.39171999999999996,2
20558,영등포,영등포동,2008,2008-04-11,2020-12-31,1,영업,블루포트1호점,126.8985084,37.51962508,6.2,1,5.0,1,4647,273106010.0,46909.0,5.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.37854,2
20565,영등포,여의동,2008,2008-10-09,2018-06-27,2,폐업,마마스(mamas) 여의도점,126.9162834,37.52992275,50.37,5,6.0,1,3548,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.24056,1
20566,영등포,문래동,2008,2008-10-09,2020-12-31,1,영업,카페 오가닉,126.8935773,37.51742734,101.22,9,16.0,2,4466,83129352.0,14412.0,7.0,84.0,문래역,126.89475619999999,37.51797209,02호선,0.12032999999999999,1
20568,영등포,여의동,2008,2008-11-10,2013-07-26,2,폐업,지유명차 여의도점,126.92006770000002,37.5239743,37.16,4,1.0,1,1719,78455647.0,11694.0,4.0,166.0,여의도역,126.9246384,37.52116647,05호선,0.5098600000000001,3
20570,영등포,신길제5동,2008,2008-12-19,2020-12-31,1,영업,(주)성유엔터프라이즈(카페57),126.89394170000001,37.49972502,80.0,7,2.0,1,4395,6000000.0,863.0,2.0,49.0,대림역,126.8949265,37.49330273,07호선,0.71939,3
20573,영등포,신길제1동,2009,2009-01-16,2015-01-30,2,폐업,신길동 그가게,126.9213854,37.51250603,26.5,3,1.0,1,2205,78954443.0,14583.0,7.0,133.0,신길역,126.91835359999999,37.51678342,01호선,0.54564,3
20578,영등포,당산제2동,2009,2009-03-10,2020-12-31,1,영업,수노커피(SUNO Coffee),126.89674070000001,37.53520675,90.84,8,8.0,1,4314,72000000.0,4427.0,4.0,48.0,당산역,126.90260729999999,37.5347735,02호선,0.51953,3
20584,영등포,영등포동,2009,2009-05-25,2017-09-26,2,폐업,디알시코리아,126.9044825,37.51592321,20.0,2,5.0,1,3046,40149211.0,6339.0,2.0,172.0,영등포역,126.90785790000001,37.51567647,01호선,0.29896999999999996,2
20585,영등포,당산제2동,2009,2009-05-29,2020-12-31,1,영업,이디야,126.899378,37.53323408,33.05,4,8.0,1,4234,83129352.0,14412.0,7.0,48.0,당산역,126.90260729999999,37.5347735,02호선,0.33224000000000004,2
20588,영등포,양평제2동,2009,2009-06-29,2016-02-15,2,폐업,까페티 (cafe t),126.8921844,37.53540681,67.9,7,7.0,1,2422,352281363.0,49847.0,11.0,120.0,선유도역,126.89332479999999,37.53815324,09호선,0.32152,2
20594,영등포,여의동,2009,2009-08-27,2018-04-03,2,폐업,(주)아워홈 신한금융투자점,126.92134229999999,37.52477477,35.0,4,4.0,1,3141,179356297.0,31278.0,6.0,166.0,여의도역,126.9246384,37.52116647,05호선,0.49546,3
20609,영등포,여의동,2009,2009-11-02,2018-04-10,2,폐업,(주)은성여의도점,126.9267212,37.51935949,243.97,10,4.0,1,3081,179356297.0,31278.0,6.0,110.0,샛강역,126.9283751,37.51736656,09호선,0.2653,1
20610,영등포,신길제5동,2009,2009-11-03,2015-05-20,2,폐업,(주)자바씨티코리아 대림성모병원,126.90419890000001,37.49057864,11.24,1,4.0,1,2024,7662070.0,1255.0,5.0,21.0,구로디지털단지역,126.90147309999999,37.48525337,02호선,0.63912,3
20614,영등포,여의동,2009,2009-11-10,2012-03-23,2,폐업,커피마레,126.9175118,37.52846146,25.01,3,4.0,1,864,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.04533,1
20618,영등포,여의동,2009,2009-12-02,2014-08-08,2,폐업,뜨리마까시 카페테리아,126.92906799999999,37.51887345,23.37,2,1.0,1,1710,179356297.0,31278.0,6.0,110.0,샛강역,126.9283751,37.51736656,09호선,0.17835,1
20621,영등포,당산제2동,2009,2009-12-16,2015-01-13,2,폐업,크리스마스로스팅하우스,126.89712990000001,37.52836623,29.7,3,4.0,1,1854,192207530.0,25064.0,12.0,170.0,영등포구청역,126.8966683,37.52583052,02호선,0.28488,1
20628,영등포,신길제1동,2010,2010-02-25,2020-12-31,1,영업,성애바리스타커피,126.91912830000001,37.51209094,19.8,2,16.0,2,3962,179356297.0,31278.0,6.0,133.0,신길역,126.91835359999999,37.51678342,01호선,0.52623,3
20631,영등포,여의동,2010,2010-03-02,2012-10-24,2,폐업,오가다,126.9162834,37.52992275,78.9,7,1.0,1,967,192207530.0,25064.0,12.0,27.0,국회의사당역,126.91782090000001,37.52813568,09호선,0.24056,1
20634,영등포,양평제1동,2010,2010-03-11,2015-10-28,2,폐업,커피엔구름,126.8823507,37.52335089,109.56,9,4.0,0,2057,78954443.0,14583.0,7.0,162.0,양평역,126.8864193,37.52556883,05호선,0.43538999999999994,2
