,시설총규모,업소위치분기,distance,성공여부,창업월,구_1_25,프랜차이즈여부_02,sub_19
9713,82.33,1,0.5374,0,4,25,0,7
9136,16.5,1,0.27408000000000005,1,5,13,0,5
4225,23.1,1,0.6431600000000001,1,9,17,0,5
18175,103.23,1,0.31609,1,9,14,0,4
27281,52.8,1,0.24957,0,1,1,0,1
15164,30.0,1,0.61319,1,4,3,0,5
1401,6.0,1,0.4077,1,4,5,0,3
24901,50.27,1,0.34763,0,7,2,0,1
643,166.5,0,0.19814,1,8,5,1,7
32471,6.6,1,0.50815,0,6,8,0,1
12073,93.02,1,0.8635799999999999,0,1,20,0,5
4432,29.75,1,0.48396999999999996,1,5,17,0,7
3041,4.3,1,0.10722000000000001,1,3,4,1,1
23563,65.0,1,0.9607899999999999,1,4,9,0,6
19169,39.18,1,0.77018,1,11,23,0,4
12271,128.0,1,0.7257600000000001,1,2,20,0,5
11437,26.5,0,0.25353000000000003,1,7,16,0,7
10432,62.69,0,0.32779,0,9,24,0,4
7458,19.47,1,0.04759,1,10,12,0,4
2506,304.37,1,0.27494,1,4,4,1,1
16286,95.0,1,0.43022,1,5,15,0,2
12131,72.24,1,0.4652,1,11,20,0,5
2234,57.98,1,0.37651,1,10,4,0,1
28820,17.0,1,0.2388,1,6,1,0,3
13147,90.36,1,0.39219,1,8,11,0,1
8139,39.1,0,0.53987,1,11,22,0,6
26760,32.99,0,0.8081699999999999,0,2,1,0,3
21950,10.96,2,0.4297,1,8,19,0,8
9374,65.98,1,2.70133,1,4,13,0,7
28286,43.61,1,0.65904,1,4,1,0,3
20541,112.48,2,0.2473,1,11,6,1,1
18285,112.86,1,0.74942,0,12,14,0,4
33138,30.0,0,2.34468,1,9,10,0,8
12308,6.6,1,1.95618,1,10,20,0,5
9124,10.97,1,0.72301,0,1,13,0,7
28463,72.7,1,0.53741,1,1,1,0,8
28246,70.0,1,0.65832,0,3,1,0,3
22140,23.1,1,0.4775,1,8,19,0,6
18383,0.0,1,0.86434,0,1,14,0,4
30355,44.3,1,0.25193000000000004,0,9,1,0,3
31980,37.41,1,0.21049,0,11,8,0,1
33533,45.0,1,2.17488,0,4,10,0,2
6196,23.1,1,0.4299,0,5,18,0,6
27936,6.6,0,0.48941999999999997,1,1,1,0,1
723,550.9,0,0.13027,1,7,5,2,4
16285,6.62,1,0.94552,1,5,15,0,1
25343,40.0,2,1.101,0,11,2,0,3
29548,21.0,1,0.7994,0,4,1,0,3
29724,164.0,1,0.61275,1,2,1,2,8
8720,25.5,1,0.74756,1,7,13,0,7
3249,86.5,1,0.2363,1,3,4,0,7
25538,284.95,1,0.38236,1,5,2,1,1
5846,129.82,1,0.35779,0,6,18,0,6
1844,14.0,1,0.33909,1,11,5,0,2
12563,45.0,1,0.57572,0,12,11,0,1
23383,99.32,1,0.29944,0,3,9,0,1
2869,6.6,0,0.2129,0,6,4,0,7
29163,26.4,1,0.44915,1,12,1,0,1
12197,26.0,1,0.30251,0,10,20,0,5
13493,35.35,1,0.31278,0,3,11,0,3
7924,30.22,1,0.18095,1,6,22,0,6
14543,18.9,1,0.3338,1,7,3,1,1
27996,99.0,1,0.35308,1,7,1,0,1
25956,129.98,1,4.86503,0,11,2,0,3
29781,75.36,1,0.7128399999999999,1,4,1,0,3
14676,40.49,1,0.33078,1,9,3,0,5
21231,23.1,1,0.37573,1,2,6,0,1
4385,144.21,1,0.06687,1,3,17,0,5
30340,24.5,1,0.9630200000000001,0,9,1,0,3
11438,22.5,0,0.8076300000000001,1,7,16,0,7
30483,138.02,1,1.52682,1,2,1,0,3
4022,68.9,1,0.17834,1,12,17,0,7
4421,60.32,1,0.30985,1,2,17,0,5
10811,21.44,0,1.8436700000000001,1,9,16,0,6
8931,49.5,1,0.22041,0,5,13,0,5
15186,40.3,0,0.26485,0,4,3,0,5
33622,257.4,0,1.24759,1,3,10,2,9
25252,35.34,1,0.58933,1,2,2,0,7
1455,23.77,1,0.15397,0,6,5,0,2
10976,31.3,1,0.34255,1,1,16,0,4
26818,93.97,1,0.13684000000000002,1,12,1,0,3
12310,38.99,1,1.21451,1,10,20,0,5
2667,9.6,1,0.24095999999999998,0,7,4,0,7
16526,25.0,1,1.7438900000000002,0,4,15,1,2
13094,150.2,1,1.05728,1,11,11,0,1
14580,46.84,1,0.09584,0,10,3,0,1
29044,69.41,1,0.09258,1,6,1,0,3
29533,43.6,1,0.26336,0,3,1,0,3
4118,61.74,1,0.19202,0,6,17,0,5
9931,0.0,1,2.30812,0,5,25,0,7
19997,44.92,1,0.39405,1,12,6,0,1
9476,132.0,1,0.54927,0,12,13,0,5
23027,16.83,1,2.76174,1,11,9,0,1
25994,118.8,1,3.6440599999999996,1,3,2,0,3
13676,81.39,1,0.28804,1,8,3,0,1
4308,37.21,1,0.40514,0,2,17,0,4
12055,89.39,1,0.9521299999999999,1,11,20,2,5
30305,20.0,1,0.26075,0,8,1,0,8
30730,277.0,1,0.18319000000000002,1,8,1,2,3
9174,25.0,1,1.14372,1,1,13,0,7
20384,49.5,1,0.43687,1,9,6,0,1
1632,57.68,0,0.6189,1,11,5,0,7
30575,99.0,0,0.36882,1,4,1,1,1
357,27.81,1,0.5829300000000001,0,11,5,0,3
19961,20.84,1,0.29989,1,11,6,0,4
17697,63.3,0,0.49903000000000003,1,6,7,0,2
32170,23.94,1,2.0211,1,9,8,0,3
32123,33.0,1,0.64151,1,4,8,0,9
1402,53.0,1,0.21813000000000002,1,1,5,0,7
21171,46.9,1,0.22449000000000002,0,7,6,0,1
22948,126.69,1,0.82694,1,12,9,0,1
19391,5.7,1,0.11884000000000002,1,3,23,0,4
14269,39.0,1,0.34903,0,6,3,0,5
23138,351.28,1,0.33313000000000004,1,5,9,0,1
22938,97.68,1,0.08081,1,9,9,0,1
28796,3.3,1,0.59007,0,5,1,0,3
15707,116.1,1,1.5179799999999999,1,6,15,0,2
28297,343.08,1,1.06825,1,5,1,2,1
19044,38.64,1,0.57898,1,9,14,0,6
7574,16.5,1,0.54862,1,4,12,0,1
22315,53.1,1,0.77975,0,11,19,1,6
4445,31.17,1,0.56753,0,8,17,0,5
29055,56.0,1,0.24186999999999997,1,6,1,0,1
3544,21.0,1,0.23865,1,5,4,0,7
17919,6.0,1,0.35865,1,11,7,0,2
12523,77.39,1,1.203,0,1,11,0,5
13999,44.0,1,0.59782,1,4,3,0,5
12313,49.53,1,1.0468600000000001,1,11,20,0,5
18281,39.57,1,0.77187,0,10,14,0,4
15482,62.7,1,0.26698,1,9,3,0,1
9498,59.6,1,0.16863,0,4,13,0,5
671,121.53,0,0.33609,1,6,5,0,3
7933,76.57,0,0.61375,1,9,22,0,6
11198,33.3,1,0.83278,1,5,16,0,5
24517,0.0,1,0.38895,0,6,2,0,3
2703,240.94,1,0.32798,1,4,4,1,2
9698,27.42,1,2.08996,1,7,25,0,7
28332,60.0,1,0.67427,1,6,1,0,1
11126,30.53,1,1.19685,1,12,16,0,5
27399,89.26,0,0.56016,0,8,1,0,3
30666,124.16,2,0.55002,0,6,1,0,3
33704,16.5,1,0.69826,1,6,10,0,9
16120,59.25,1,0.43913,1,9,15,2,8
12960,17.5,1,0.45845,1,9,11,0,1
18209,47.47,1,0.58843,0,6,14,0,6
16152,48.96,1,0.61368,1,3,15,0,2
16933,132.81,1,0.61747,1,9,7,0,2
27680,198.34,1,0.8430700000000001,1,7,1,0,6
24081,45.08,1,0.49908,0,6,2,0,6
27271,23.68,0,0.90486,1,9,1,0,1
30538,50.0,1,0.68881,1,4,1,0,3
14175,322.04,1,0.48807,1,5,3,1,5
6424,54.69,1,0.4026,1,4,18,0,2
5547,36.7,1,0.93685,1,6,21,0,6
6814,51.03,1,0.1184,0,5,12,0,4
22268,29.69,1,0.57425,0,11,19,0,6
25610,48.5,1,0.473,1,11,2,0,1
13359,16.31,1,0.40865999999999997,1,7,11,0,1
964,236.36,1,0.21273000000000003,1,11,5,0,5
15491,42.9,1,0.88323,1,10,3,0,1
17150,36.0,0,0.48555,1,3,7,2,8
22298,25.0,0,0.12097999999999999,1,7,19,0,6
19235,44.89,1,0.72302,0,10,23,0,4
25094,29.7,1,0.72907,1,1,2,1,3
27529,116.0,1,0.13806,1,11,1,0,1
10343,92.4,1,0.61566,1,11,24,0,4
29999,112.2,1,0.64912,1,11,1,0,3
4292,57.0,1,0.62768,1,12,17,0,4
10022,43.7,1,1.62848,1,5,25,0,7
25941,18.68,2,0.39421,1,10,2,0,6
5491,47.0,1,0.77141,1,10,21,0,1
27163,37.92,1,0.79368,0,6,1,0,3
13701,51.48,1,0.45257,0,8,3,0,5
18248,31.08,1,0.50851,0,12,14,0,4
12172,405.49,1,0.7993899999999999,1,6,20,1,5
29159,64.78,1,0.47908999999999996,1,12,1,1,1
1530,226.58,1,0.7518,1,12,5,0,7
8125,37.59,1,0.26063000000000003,1,5,22,0,6
7032,38.53,1,0.33474,0,6,12,0,4
23642,9.9,1,0.31755,0,4,9,0,1
33576,21.0,1,0.22338000000000002,0,8,10,0,9
11163,43.0,1,0.60446,1,8,16,0,6
30119,50.0,1,0.26075,0,3,1,0,8
24993,9.24,1,0.56307,0,4,2,0,1
22561,60.0,1,0.50935,0,11,19,0,1
7454,107.58,1,1.8950200000000001,1,9,12,2,2
6720,43.05,1,0.48983999999999994,1,5,12,0,4
13546,13.22,1,0.31358,1,10,11,0,2
15007,55.11,1,0.4964,1,4,3,0,2
18152,64.94,1,0.65884,1,4,14,0,4
26733,29.29,1,0.33273,1,6,1,0,3
695,65.65,1,0.10226,1,12,5,0,3
29862,35.74,1,0.8555200000000001,1,6,1,0,1
1506,6.6,1,0.07015,1,10,5,0,4
24935,208.27,1,0.14444,0,9,2,0,1
24986,92.4,0,0.20998000000000003,0,3,2,0,8
30361,18.82,1,1.19472,1,9,1,0,6
12209,19.8,1,0.13672,1,2,20,0,5
29271,16.53,1,0.16722,1,5,1,0,8
12301,56.1,1,0.36580999999999997,1,8,20,0,5
16332,18.0,1,0.47628000000000004,1,10,15,0,2
10446,23.65,0,0.48853,1,4,24,0,7
9513,24.0,1,0.020569999999999998,1,6,13,0,4
19256,70.59,1,0.5654399999999999,0,1,23,0,4
27993,66.0,1,0.26786,1,6,1,0,8
1111,55.2,1,0.82411,0,6,5,0,3
12816,21.45,1,1.1765299999999999,1,9,11,0,1
13508,39.6,1,1.3963299999999998,1,4,11,0,1
20973,38.3,1,0.58775,1,10,6,0,1
17775,373.97,1,0.3491,1,12,7,2,2
21270,19.8,1,0.63156,1,5,6,0,4
23311,77.88,1,1.6491200000000001,1,3,9,0,1
6294,5.0,1,0.77996,1,10,18,0,1
21037,21.45,1,0.59488,1,5,6,0,6
3080,11.0,1,0.14589000000000002,1,6,4,0,7
15640,95.7,1,0.12055999999999999,0,8,3,0,1
7273,49.5,1,0.58913,1,5,12,0,1
28945,45.0,1,0.5828,1,1,1,0,3
12149,99.21,1,0.80225,1,3,20,0,5
13858,24.84,0,0.6570199999999999,0,3,3,0,5
15453,181.82,1,0.33078,1,7,3,1,5
1425,9.9,1,0.5735600000000001,0,4,5,0,3
14093,52.06,1,0.5181399999999999,1,3,3,0,5
7423,22.0,1,0.85744,0,5,12,1,5
7599,100.0,2,0.9248799999999999,0,7,12,0,4
26162,230.49,1,0.75865,1,2,2,0,3
6281,56.1,1,0.57712,1,7,18,0,2
32767,128.56,1,1.13655,1,3,10,0,9
1768,13.2,1,0.3824,1,3,5,0,4
16517,46.58,1,1.2365700000000002,1,3,15,0,2
7725,73.08,2,0.7128800000000001,0,9,12,0,4
17839,10.0,1,0.36374,1,5,7,0,1
25458,332.47,1,0.55769,1,9,2,1,8
8307,20.0,0,0.42883999999999994,0,6,22,0,6
759,49.5,1,0.25266,1,8,5,0,4
22267,60.65,1,0.7212,0,11,19,0,6
19852,74.92,1,0.41033000000000003,1,3,6,0,1
14338,232.07,1,0.55515,1,12,3,0,5
10011,47.5,1,1.28026,1,12,25,0,7
6056,35.36,0,0.0751,1,9,18,0,6
31424,102.27,1,1.307,0,5,8,0,8
32480,13.5,1,0.19784000000000002,1,8,8,1,1
9383,41.68,1,0.24285,1,6,13,0,7
6324,19.68,1,0.19158,0,4,18,0,2
12649,89.62,1,1.67691,1,11,11,0,5
6052,30.8,1,0.93816,0,5,18,0,1
30177,50.6,1,0.55277,0,5,1,0,8
26023,13.85,1,0.72593,0,4,2,0,8
22199,24.9,1,0.5452,1,9,19,0,4
17909,82.6,0,0.39132,1,10,7,0,8
28931,49.19,1,0.43278,1,12,1,0,3
27467,31.9,0,0.09837,1,4,1,0,8
22958,0.0,1,0.17986,0,5,9,0,1
22479,41.3,1,0.61726,1,5,19,0,6
9065,18.94,1,1.57617,1,3,13,0,7
1550,38.0,2,0.70625,1,2,5,0,3
23468,16.5,1,0.9893700000000001,1,3,9,0,6
1230,11.0,0,0.22384,0,7,5,0,7
1296,30.11,1,0.56608,1,1,5,0,4
31950,26.4,1,0.43356999999999996,0,1,8,0,9
15903,81.4,1,0.25577,0,7,15,0,2
15540,7.56,1,0.24100000000000002,1,2,3,0,1
2195,34.65,1,0.1816,1,3,4,0,1
22271,54.41,1,0.35539,1,12,19,0,8
9221,23.44,1,1.08735,1,11,13,1,7
33238,3.3,1,0.31551999999999997,0,5,10,0,2
26066,15.67,1,0.5937100000000001,1,7,2,0,8
25256,61.8,1,0.42465,1,2,2,0,1
30197,62.6,1,0.42418,0,5,1,0,8
3305,73.44,1,0.20222,1,7,4,0,7
25856,43.35,1,0.32848,1,4,2,0,1
1033,47.0,1,0.45072,0,7,5,0,3
26302,72.39,1,0.35659,0,11,2,0,6
33638,33.2,1,2.79553,1,5,10,0,8
21122,177.38,0,0.31735,1,1,6,2,8
19667,47.36,1,0.29799000000000003,1,6,23,0,4
10397,72.06,1,0.62678,1,6,24,0,7
13808,42.94,2,0.84025,1,8,3,0,1
27938,111.3,1,0.50213,0,1,1,0,3
32381,90.0,1,0.6794899999999999,0,9,8,1,1
18541,32.98,1,0.30143000000000003,1,6,14,1,4
2030,7.17,1,0.10722000000000001,1,7,4,0,1
21435,9.21,1,0.56719,1,9,6,0,8
8924,9.9,1,0.29233000000000003,1,6,13,0,5
20016,46.88,1,0.48353999999999997,1,7,6,0,2
11073,165.2,1,0.5990800000000001,1,2,16,1,6
7058,169.79,1,0.8214899999999999,0,10,12,0,4
27787,175.22,1,0.79719,1,10,1,0,3
19426,30.62,1,0.97695,1,1,23,0,4
30848,27.0,1,0.26075,0,12,1,0,8
29160,119.05,1,0.28515,1,12,1,0,1
10289,23.22,0,0.74057,0,6,24,0,4
33522,66.0,1,0.59995,0,3,10,0,2
7856,158.19,1,0.97672,0,8,22,0,6
29593,42.0,1,0.19888,1,7,1,1,1
18532,9.33,1,0.6631600000000001,1,5,14,0,4
32270,251.64,1,0.25979,1,5,8,0,8
22686,32.6,1,1.47999,1,5,9,0,1
3176,70.29,1,0.43086,1,5,4,0,1
8327,36.0,1,0.75998,0,1,22,0,6
28078,30.0,1,0.56903,1,3,1,0,3
6148,19.8,1,0.65655,1,7,18,0,1
25071,111.07,1,1.63284,1,11,2,1,3
19181,30.08,1,1.07313,0,2,23,0,1
7327,66.0,0,0.46753,1,10,12,0,4
13337,16.5,2,0.33825,1,5,11,0,3
26017,38.64,1,0.70567,1,4,2,0,1
22805,72.38,1,0.31494,0,10,9,0,1
400,82.8,1,0.3949,1,4,5,0,4
18170,70.8,1,0.49371000000000004,0,8,14,0,6
3492,18.84,1,0.44083999999999995,1,2,4,1,7
2482,40.82,1,0.52027,0,1,4,0,7
22984,86.94,2,0.56914,0,8,9,0,1
13757,90.54,1,0.34665,1,2,3,0,1
2779,226.0,1,0.3482,1,7,4,0,1
10384,18.25,1,1.6684400000000001,1,1,24,0,7
17666,12.96,1,1.12589,1,3,7,1,2
4781,297.91,1,0.43736,1,9,17,2,7
4268,28.0,0,0.41126999999999997,0,6,17,0,5
33255,37.85,1,1.48494,1,6,10,0,2
24044,50.0,1,0.70167,1,10,2,0,3
6050,118.32,0,0.17231,1,2,18,1,1
23729,116.14,1,0.47452,1,2,9,0,1
5461,30.8,1,0.50438,1,6,21,0,2
1270,158.14,1,0.7589,1,11,5,0,3
285,180.13,1,0.26792,1,2,5,0,7
29215,11.52,1,0.49763,0,4,1,0,1
25638,38.68,1,0.41818,1,1,2,0,1
4509,51.24,1,0.54122,1,11,17,0,5
10243,73.03,1,0.5585100000000001,1,4,24,0,4
4475,92.99,1,0.77261,1,3,17,0,2
26794,51.3,1,0.41946000000000006,1,12,1,0,8
23464,98.0,1,1.2392100000000001,1,3,9,0,1
28390,354.28,1,0.28064,1,9,1,0,1
33110,89.1,1,0.37132,0,10,10,0,2
20314,59.67,1,0.73446,0,7,6,0,6
28134,46.2,1,0.53645,1,7,1,0,1
6009,53.0,0,0.00517,1,7,18,2,1
8765,0.0,1,0.60845,0,9,13,0,7
16733,72.81,1,0.91935,0,7,7,0,2
24060,65.93,1,0.64248,1,2,2,2,3
2053,23.5,1,0.25113,1,5,4,0,1
20366,57.12,1,0.15974000000000002,1,7,6,0,2
31512,75.31,1,0.34509,1,12,8,0,9
4500,36.0,1,0.24734,1,9,17,0,5
7045,74.38,1,0.58013,1,3,12,0,1
3520,30.0,1,0.5579999999999999,1,3,4,0,3
17017,27.02,1,0.81089,1,10,7,0,2
15424,49.0,1,0.2245,0,6,3,0,2
28041,80.71,1,0.28642,1,11,1,0,3
8997,51.8,1,0.14870999999999998,1,11,13,0,7
11251,33.0,1,0.54775,1,1,16,0,4
15791,57.27,1,0.34197,1,4,15,0,8
27766,112.39,1,0.5562199999999999,1,7,1,1,1
7852,60.47,1,1.3398,1,4,22,0,6
3572,58.51,0,0.23408,1,7,4,0,7
136,16.59,1,0.44543999999999995,1,8,5,0,4
5021,125.74,1,0.43271000000000004,0,1,21,0,1
18287,60.8,1,0.8006300000000001,1,4,14,0,4
9122,41.01,1,0.41084,0,1,13,0,7
23807,53.3,1,0.39308000000000004,1,11,9,0,1
10060,55.67,1,0.61606,1,5,25,1,7
6918,100.5,1,0.20335,1,8,12,0,2
10947,192.66,0,0.31262,1,6,16,0,7
3835,227.21,1,0.45074,1,10,4,1,2
28580,60.0,1,0.25358,1,6,1,0,3
3605,9.02,1,0.30245,1,10,4,0,7
17338,65.88,1,0.52386,1,7,7,0,8
14333,15.33,1,0.63652,1,11,3,0,5
13545,528.0,0,0.66082,1,10,11,0,1
21402,11.7,1,0.6913199999999999,1,5,6,0,1
13480,353.73,1,0.40707,1,2,11,0,1
29707,9.0,1,0.18369000000000002,1,2,1,0,1
23384,70.0,1,0.9934299999999999,1,3,9,0,1
20068,91.19,1,0.60735,1,9,6,0,1
11061,88.9,1,0.90855,1,11,16,2,7
19227,55.48,1,2.78004,0,7,23,0,4
9921,30.8,1,0.23004000000000002,1,12,25,0,7
8290,56.18,0,0.52005,1,2,22,2,6
10532,25.36,1,1.17153,1,6,24,0,7
5877,32.59,1,0.49643000000000004,0,12,18,0,6
12633,22.39,1,2.00279,1,6,11,0,1
26630,54.81,1,0.52704,0,4,1,0,3
17266,54.0,1,1.16875,1,9,7,1,2
11643,130.14,1,0.57857,1,10,20,0,5
24208,69.77,1,0.54702,0,8,2,0,1
32334,46.55,1,0.50815,0,2,8,0,1
18605,81.32,1,1.43331,0,6,14,0,4
18998,33.0,1,0.77612,0,10,14,0,4
24302,102.78,1,0.46735,0,7,2,0,1
14805,31.4,1,1.40944,1,4,3,0,5
4241,15.62,1,0.35818,1,12,17,0,5
30592,50.0,1,0.72542,1,5,1,0,3
11089,52.1,0,0.8205,1,4,16,0,6
27134,65.19,1,0.72312,0,3,1,0,3
17320,32.04,0,0.45563000000000003,1,5,7,0,2
17435,164.84,1,0.7854,1,5,7,2,8
3090,77.56,1,0.51374,1,7,4,0,3
13481,24.79,1,0.64072,1,2,11,0,3
27569,66.11,1,0.35774,1,5,1,0,3
20022,83.66,1,0.70312,1,6,6,0,6
11960,60.44,1,2.96026,1,4,20,0,5
2824,48.0,1,0.28393,1,2,4,0,7
20562,19.0,1,0.29896999999999996,1,6,6,0,4
29370,30.0,1,0.61812,1,9,1,0,3
9048,56.52,1,0.74905,1,12,13,0,7
33477,137.98,0,0.03595,0,9,10,1,9
12735,21.78,1,0.36585,1,7,11,0,1
31874,105.87,0,0.24477,1,2,8,1,1
6234,70.0,1,0.69426,1,12,18,0,2
32811,78.09,1,0.09786,1,12,10,0,9
30294,30.42,1,0.72263,1,8,1,0,3
30333,33.0,1,0.27999,0,9,1,0,6
17252,33.0,0,0.2723,0,6,7,0,8
20300,60.48,1,0.10314000000000001,1,4,6,0,8
13109,59.0,0,1.05728,1,2,11,0,1
28837,42.9,1,0.25329,0,7,1,0,1
15940,63.34,0,1.03636,1,5,15,0,8
12294,21.48,1,0.76025,1,7,20,0,5
981,33.0,1,0.39782,1,12,5,0,3
14224,13.2,0,0.2175,1,12,3,0,2
15024,54.28,1,0.48818999999999996,0,5,3,0,1
20457,0.0,1,0.74473,1,4,6,2,8
20043,40.51,1,0.46803999999999996,0,3,6,0,2
24418,117.67,1,0.48203,0,9,2,0,6
17483,61.49,1,0.64644,0,10,7,0,2
23114,12.9,2,0.29944,1,8,9,0,1
16785,93.54,1,0.90007,0,5,7,0,1
28083,69.0,2,0.24911999999999998,1,4,1,0,3
16739,50.66,1,0.78918,0,6,7,0,2
1754,26.26,1,0.69315,1,2,5,1,7
8461,19.8,1,0.26423,1,4,22,0,6
19424,60.0,1,0.9667100000000001,1,12,23,0,4
23542,69.75,1,0.6461100000000001,1,2,9,1,1
11817,56.1,1,0.26068,1,10,20,2,5
5614,93.73,1,0.9074700000000001,1,5,21,0,1
3664,11.15,0,0.18145999999999998,1,5,4,0,1
26862,71.08,1,0.74426,0,10,1,0,1
18533,29.25,0,0.49223999999999996,1,5,14,0,4
21112,33.0,0,0.32895,0,12,6,0,4
32530,41.23,1,0.88674,1,1,8,0,3
3818,16.5,1,0.10722000000000001,0,8,4,0,1
18446,52.21,1,0.5977899999999999,0,10,14,0,1
752,13.0,1,0.19079000000000002,0,6,5,0,3
27242,59.44,1,0.45403000000000004,1,4,1,0,1
14530,21.0,1,0.3096,1,6,3,0,2
2709,176.5,1,0.27824,0,4,4,0,7
17298,50.0,1,0.59763,0,2,7,0,8
17014,215.97,1,0.30718,1,10,7,0,1
13225,66.0,1,1.81276,0,11,11,0,1
21776,87.29,0,0.11582999999999999,0,6,19,0,4
1704,34.5,1,0.65764,1,6,5,0,3
25547,57.45,1,0.13831,1,6,2,0,3
3695,34.35,0,0.62059,1,8,4,0,7
19409,4.95,1,0.11999000000000001,0,9,23,0,4
2298,152.51,1,0.70724,1,12,4,0,7
228,70.95,1,1.08059,1,3,5,0,3
15959,66.1,1,0.7761899999999999,1,2,15,1,2
17603,33.78,2,0.38095,1,11,7,0,2
21243,16.0,1,0.20185,1,3,6,0,1
7932,91.29,1,1.0157,1,8,22,0,6
22431,69.16,1,1.07419,1,7,19,0,6
183,73.65,1,0.17219,1,3,5,0,5
116,31.72,1,0.38048000000000004,1,11,5,0,4
7719,21.49,1,0.2,0,8,12,0,4
21730,62.57,1,0.53861,1,4,19,0,1
12943,65.0,1,1.2063700000000002,1,4,11,0,1
33042,32.17,1,1.10343,1,4,10,0,9
13514,84.66,1,0.53089,0,6,11,0,3
13464,320.38,1,0.462,1,11,11,2,1
9005,115.5,1,0.27408000000000005,1,2,13,2,5
7461,13.0,1,0.21431999999999998,0,10,12,0,1
9522,77.7,1,0.14127,1,7,13,0,5
16548,21.95,1,1.7309299999999999,0,8,15,0,2
29911,45.0,0,0.05305,0,8,1,0,8
28365,34.8,1,0.3617,0,8,1,0,8
7324,39.6,1,1.21384,1,9,12,0,2
22075,22.65,0,0.60009,1,12,19,0,4
30322,9.0,1,0.26075,0,8,1,0,8
30642,94.28,2,0.34307,0,6,1,0,8
157,42.92,1,0.38088,0,10,5,0,3
25974,29.9,1,1.03577,0,1,2,0,1
27256,122.78,1,0.3086,1,10,1,0,3
2404,56.82,1,0.37911999999999996,1,8,4,0,1
6086,6.6,1,0.1497,1,9,18,0,1
18716,41.5,1,0.7415,1,5,14,0,4
18661,73.0,1,1.08259,1,6,14,2,4
25101,289.71,1,0.27063000000000004,1,1,2,1,1
14780,38.31,1,0.43827,1,3,3,0,5
24892,97.05,1,0.41978999999999994,1,6,2,0,6
12954,28.8,1,1.05728,1,8,11,0,1
2402,14.84,1,0.34033,1,7,4,0,1
947,15.5,1,0.69544,1,9,5,0,4
27480,182.52,1,0.27166999999999997,0,6,1,0,1
19164,69.4,1,0.70391,1,6,23,0,4
635,39.1,1,0.1261,0,3,5,2,4
31318,64.1,0,0.59877,1,6,8,0,9
7115,13.5,1,0.87272,1,7,12,0,4
28720,137.28,1,0.44321000000000005,1,12,1,0,8
21182,17.55,1,0.47623000000000004,1,8,6,0,8
1989,40.66,1,0.3072,1,9,4,0,7
1040,16.13,1,0.24438000000000001,1,8,5,0,2
25542,66.6,1,1.69075,1,5,2,0,3
20922,29.0,1,0.59368,1,4,6,0,1
4378,121.0,1,0.25653000000000004,0,1,17,0,7
13248,45.0,1,0.4454,1,3,11,0,2
15850,93.12,1,1.2660200000000001,1,11,15,0,2
28949,33.0,1,0.65003,0,1,1,0,1
14754,27.26,1,0.5441,1,1,3,0,1
22762,44.08,1,0.7850699999999999,1,4,9,0,1
31765,165.0,1,0.5683199999999999,0,7,8,0,1
9239,56.99,1,0.5281100000000001,1,3,13,0,5
275,109.06,1,0.06151,1,12,5,0,5
28082,49.2,1,0.49763,0,4,1,0,1
11495,50.0,0,0.5471600000000001,1,5,16,0,6
30395,183.0,1,0.7058800000000001,1,11,1,0,6
10732,72.55,1,0.67375,1,10,16,0,7
31996,60.0,1,0.09744,1,2,8,0,8
28879,176.34,1,0.5987,1,9,1,1,1
26761,154.0,1,0.5052800000000001,1,4,1,0,1
9938,0.0,1,1.94042,1,7,25,0,7
14766,94.03,1,0.5364300000000001,1,2,3,0,1
12284,45.0,0,2.8523400000000003,0,5,20,0,5
8178,42.84,1,0.79969,1,12,22,0,6
11182,80.77,1,1.02154,1,3,16,0,6
18105,103.79,1,0.73606,1,9,14,0,1
19402,2.0,1,0.39127,0,8,23,0,4
6184,7.77,1,0.5401,1,4,18,0,1
30724,10.0,1,0.26075,0,8,1,1,8
26911,32.42,1,0.6493399999999999,1,7,1,0,3
23202,79.0,1,0.26982,0,5,9,0,1
10226,28.08,1,0.07252,1,2,24,0,7
17670,66.0,0,0.8948,1,4,7,2,2
29835,27.17,1,1.00749,1,6,1,0,3
22435,33.56,2,0.72241,1,8,19,0,6
3637,191.8,1,0.40891,1,2,4,2,2
28596,286.78,0,0.20253,1,7,1,0,1
28323,173.01,1,0.5585899999999999,0,6,1,0,6
23800,15.0,1,0.37526,1,11,9,0,1
25107,34.48,1,0.42991,1,2,2,0,1
257,66.93,1,0.31768,1,7,5,0,7
10347,25.5,1,0.8956,1,12,24,0,7
15797,35.1,0,1.27557,0,8,15,0,1
9879,14.4,1,0.30806,0,10,25,0,7
28532,70.0,1,0.51265,1,4,1,0,8
25220,398.92,1,0.49723,1,11,2,1,8
2635,16.52,1,0.3703,1,5,4,0,1
23577,16.5,1,0.66756,0,6,9,0,1
16183,25.0,1,0.38554,1,12,15,0,2
32156,28.0,1,2.10813,1,8,8,0,2
33166,10.6,0,0.86667,0,5,10,0,9
6273,39.6,0,0.47413,1,7,18,0,6
29387,59.5,1,0.26364,0,10,1,0,8
4565,34.71,1,0.17536,0,9,17,0,4
8942,116.82,1,0.56,1,4,13,2,7
21195,29.7,1,0.68357,0,10,6,0,1
29706,8.0,1,0.34573000000000004,0,1,1,0,1
2973,214.0,0,0.38956999999999997,1,7,4,2,2
33118,103.38,1,2.0181,1,1,10,0,2
